iteration,0,1,2,3,4,5,6,7,8,9,10,11
3450,29630,8935,9938,6525,1651,317,67,12,2,0,0,0
3460,29605,8988,9814,6652,1679,262,61,15,1,0,0,0
3470,29646,8965,9811,6558,1751,276,60,8,2,0,0,0
3480,29656,8945,9865,6523,1707,299,65,16,1,0,0,0
3490,29615,9105,9697,6520,1765,304,59,12,0,0,0,0
3500,29720,8873,9835,6567,1673,333,60,13,2,1,0,0
3510,29707,8884,9767,6681,1680,270,75,10,1,2,0,0
3520,29668,8965,9737,6653,1692,276,74,10,1,1,0,0
3530,29695,8900,9796,6646,1654,307,63,12,2,2,0,0
3540,29678,8875,9883,6592,1686,277,73,11,2,0,0,0
3550,29747,8835,9807,6613,1682,319,56,15,2,1,0,0
3560,29633,8946,9858,6612,1647,301,74,6,0,0,0,0
3570,29661,8901,9904,6562,1657,310,72,8,2,0,0,0
3580,29659,8914,9823,6665,1641,307,55,11,2,0,0,0
3590,29693,8983,9691,6637,1667,325,61,19,0,1,0,0
3600,29641,8958,9793,6659,1663,287,64,11,1,0,0,0
3610,29634,8992,9723,6766,1554,338,58,9,3,0,0,0
3620,29729,8775,9857,6733,1617,287,67,12,0,0,0,0
3630,29700,8880,9812,6632,1683,289,70,8,3,0,0,0
3640,29652,9010,9731,6617,1687,293,70,15,2,0,0,0
3650,29723,8866,9836,6578,1669,317,73,14,1,0,0,0
3660,29681,8922,9815,6580,1707,292,65,13,2,0,0,0
3670,29716,8946,9688,6613,1748,286,67,12,1,0,0,0
3680,29663,8996,9712,6636,1697,295,62,14,2,0,0,0
3690,29674,8947,9758,6642,1692,286,61,13,3,1,0,0
3700,29610,9013,9858,6489,1750,282,58,13,4,0,0,0
3710,29748,8858,9784,6575,1740,285,72,12,2,1,0,0
3720,29725,8854,9822,6606,1696,283,75,16,0,0,0,0
3730,29741,8841,9806,6610,1700,301,61,14,2,1,0,0
3740,29673,8981,9760,6597,1648,333,70,12,3,0,0,0
3750,29694,8874,9869,6595,1645,321,60,17,2,0,0,0
3760,29638,8923,9876,6643,1607,315,60,11,3,1,0,0
3770,29473,9198,9827,6570,1616,321,60,10,2,0,0,0
3780,29558,9071,9872,6516,1687,290,66,16,1,0,0,0
3790,29536,9115,9814,6580,1670,271,80,9,2,0,0,0
3800,29582,9120,9711,6616,1653,312,66,17,0,0,0,0
3810,29614,9093,9741,6534,1685,326,59,24,1,0,0,0
3820,29580,9041,9858,6544,1675,303,63,9,4,0,0,0
3830,29663,8922,9862,6591,1627,332,72,6,2,0,0,0
3840,29660,8953,9779,6645,1673,279,74,12,2,0,0,0
3850,29688,8917,9772,6638,1689,305,56,11,1,0,0,0
3860,29747,8893,9755,6527,1768,318,54,13,2,0,0,0
3870,29595,9008,9816,6635,1675,277,53,15,3,0,0,0
3880,29590,9027,9843,6575,1655,322,51,10,3,1,0,0
3890,29621,8970,9805,6704,1595,306,60,13,3,0,0,0
3900,29726,8850,9839,6572,1707,309,61,11,1,1,0,0
3910,29679,8974,9707,6626,1718,310,54,7,2,0,0,0
3920,29681,8978,9759,6523,1759,299,66,11,1,0,0,0
3930,29608,9030,9721,6728,1632,270,76,9,3,0,0,0
3940,29630,8955,9791,6733,1584,310,63,11,0,0,0,0
3950,29612,8963,9853,6643,1649,271,74,12,0,0,0,0
3960,29657,8976,9761,6639,1658,299,77,7,3,0,0,0
3970,29730,8867,9806,6593,1686,317,58,18,2,0,0,0
3980,29579,9063,9799,6591,1672,294,69,9,1,0,0,0
3990,29675,8859,9858,6680,1651,280,61,12,1,0,0,0
4000,29686,8903,9798,6631,1697,291,57,12,2,0,0,0
4010,29674,8939,9750,6678,1668,295,58,11,4,0,0,0
4020,29567,9049,9843,6613,1628,288,78,6,4,1,0,0
4030,29615,9013,9814,6594,1653,303,71,11,3,0,0,0
4040,29688,8917,9824,6560,1713,289,70,13,3,0,0,0
4050,29621,8982,9828,6625,1642,293,72,13,1,0,0,0
4060,29693,8914,9739,6699,1683,257,74,17,1,0,0,0
4070,29671,8939,9749,6720,1610,304,71,10,3,0,0,0
4080,29698,8932,9745,6640,1692,278,73,14,4,1,0,0
4090,29739,8846,9821,6581,1701,311,63,12,2,1,0,0
4100,29736,8942,9693,6593,1698,331,71,7,6,0,0,0
4110,29661,8983,9778,6576,1696,294,71,14,4,0,0,0
4120,29595,9068,9762,6612,1656,300,65,17,2,0,0,0
4130,29743,8841,9806,6625,1660,318,73,7,4,0,0,0
4140,29711,8930,9757,6594,1675,328,66,13,3,0,0,0
4150,29684,8937,9786,6577,1719,300,60,11,3,0,0,0
4160,29684,8939,9688,6756,1652,276,70,10,2,0,0,0
4170,29715,8886,9777,6688,1586,340,70,11,4,0,0,0
4180,29765,8898,9662,6674,1662,334,62,17,3,0,0,0
4190,29693,8986,9685,6659,1646,315,70,20,2,1,0,0
4200,29716,8971,9654,6659,1679,308,69,17,4,0,0,0
4210,29682,8894,9854,6618,1637,304,67,17,4,0,0,0
4220,29727,8845,9817,6639,1666,302,61,19,1,0,0,0
4230,29747,8861,9792,6574,1701,324,63,12,3,0,0,0
4240,29718,8911,9795,6550,1693,325,69,13,3,0,0,0
4250,29723,8810,9864,6648,1665,282,73,9,3,0,0,0
4260,29741,8817,9832,6602,1715,303,57,7,3,0,0,0
4270,29729,8785,9905,6645,1621,313,59,16,4,0,0,0
4280,29779,8798,9801,6607,1705,301,75,7,4,0,0,0
4290,29761,8889,9713,6632,1666,322,72,17,4,1,0,0
4300,29779,8868,9713,6599,1719,304,78,14,3,0,0,0
4310,29812,8755,9743,6698,1705,282,65,14,3,0,0,0
4320,29769,8814,9793,6616,1704,297,65,14,5,0,0,0
4330,29822,8750,9798,6586,1734,306,63,15,3,0,0,0
4340,29670,8888,9905,6577,1639,315,68,11,4,0,0,0
4350,29636,8973,9867,6528,1692,292,70,14,5,0,0,0
