iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
51780,21865,6748,5462,2947,1432,683,341,155,62,32,9,4,2,0,1,0,0,0,0,0
51790,21883,6743,5446,2874,1511,681,346,159,64,27,7,1,1,0,0,0,0,0,0,0
51800,21891,6725,5439,2903,1539,658,337,129,65,39,12,3,3,0,0,0,0,0,0,0
51810,21907,6730,5404,2946,1420,737,357,135,66,27,10,4,0,0,0,0,0,0,0,0
51820,21901,6655,5522,2880,1487,718,344,137,63,25,8,2,1,0,0,0,0,0,0,0
51830,21877,6766,5360,2975,1472,728,310,156,58,25,14,1,1,0,0,0,0,0,0,0
51840,21881,6698,5434,3013,1448,699,318,138,76,20,11,5,2,0,0,0,0,0,0,0
51850,21849,6787,5446,2905,1440,727,333,159,60,23,6,4,2,0,2,0,0,0,0,0
51860,21921,6680,5411,2982,1446,720,328,153,63,28,8,2,0,0,1,0,0,0,0,0
51870,21857,6783,5382,2974,1429,726,361,139,57,23,8,2,2,0,0,0,0,0,0,0
51880,21890,6780,5420,2871,1435,768,309,159,61,33,12,3,1,1,0,0,0,0,0,0
51890,21963,6747,5301,2904,1517,709,335,146,80,21,12,8,0,0,0,0,0,0,0,0
51900,21928,6698,5427,2904,1478,727,324,142,69,24,17,4,1,0,0,0,0,0,0,0
51910,21979,6698,5313,2942,1540,662,333,152,81,25,12,4,2,0,0,0,0,0,0,0
51920,21946,6739,5333,2921,1483,708,352,153,71,22,11,4,0,0,0,0,0,0,0,0
51930,21982,6657,5395,2941,1452,704,334,155,78,28,10,4,3,0,0,0,0,0,0,0
51940,21940,6728,5352,2927,1512,668,360,148,56,36,10,1,3,1,1,0,0,0,0,0
51950,21873,6776,5386,2946,1455,729,324,150,64,25,9,3,2,0,1,0,0,0,0,0
51960,21893,6796,5346,2938,1463,702,329,161,74,26,13,2,0,0,0,0,0,0,0,0
51970,21887,6799,5299,2948,1541,703,311,147,64,30,9,4,1,0,0,0,0,0,0,0
51980,21839,6771,5497,2886,1457,729,296,149,73,29,10,2,4,1,0,0,0,0,0,0
51990,21941,6677,5436,2888,1498,700,348,164,44,28,12,6,1,0,0,0,0,0,0,0
52000,21978,6714,5297,2940,1496,710,359,143,55,33,12,4,1,1,0,0,0,0,0,0
52010,21965,6680,5380,2910,1505,704,341,150,63,26,14,1,4,0,0,0,0,0,0,0
52020,21924,6707,5403,2951,1437,745,310,159,63,24,15,2,1,1,1,0,0,0,0,0
52030,21978,6672,5300,2944,1553,729,338,137,60,17,9,3,0,3,0,0,0,0,0,0
52040,21918,6737,5299,3025,1491,696,335,132,65,26,11,5,3,0,0,0,0,0,0,0
52050,21853,6720,5471,2971,1453,707,323,137,73,19,9,5,2,0,0,0,0,0,0,0
52060,21860,6714,5482,2928,1474,736,308,130,70,28,8,5,0,0,0,0,0,0,0,0
52070,21891,6735,5396,2956,1461,730,325,163,46,20,10,6,3,1,0,0,0,0,0,0
52080,21925,6648,5348,3073,1502,694,326,126,65,22,9,4,1,0,0,0,0,0,0,0
52090,21830,6767,5431,2968,1465,726,323,142,52,26,6,6,1,0,0,0,0,0,0,0
52100,21815,6780,5442,2947,1498,697,331,147,45,27,12,1,1,0,0,0,0,0,0,0
52110,21960,6620,5391,3058,1423,705,340,134,65,27,13,5,2,0,0,0,0,0,0,0
52120,21906,6704,5368,2997,1473,734,313,159,56,21,11,0,1,0,0,0,0,0,0,0
52130,21901,6660,5484,2908,1522,712,312,140,65,24,12,2,0,1,0,0,0,0,0,0
52140,21920,6698,5337,3021,1484,717,330,138,59,26,8,5,0,0,0,0,0,0,0,0
52150,21920,6674,5450,2920,1501,688,340,147,60,27,10,2,1,3,0,0,0,0,0,0
52160,21893,6671,5438,2992,1498,689,320,139,58,28,13,4,0,0,0,0,0,0,0,0
52170,21989,6578,5381,3010,1523,706,304,140,75,25,11,0,1,0,0,0,0,0,0,0
52180,21810,6801,5475,2932,1426,713,325,159,70,20,10,1,0,1,0,0,0,0,0,0
52190,21851,6749,5475,2926,1472,684,320,159,56,36,12,3,0,0,0,0,0,0,0,0
52200,21926,6707,5389,2972,1436,709,351,150,59,26,9,7,2,0,0,0,0,0,0,0
52210,21876,6688,5483,2921,1483,746,317,127,61,29,9,2,1,0,0,0,0,0,0,0
52220,21947,6685,5377,2918,1526,703,336,150,62,27,7,4,1,0,0,0,0,0,0,0
52230,21943,6637,5420,2952,1519,676,354,154,55,22,8,2,1,0,0,0,0,0,0,0
52240,21907,6696,5469,2841,1539,709,350,129,62,28,11,1,0,1,0,0,0,0,0,0
52250,21818,6830,5410,2908,1489,718,325,139,70,26,6,2,2,0,0,0,0,0,0,0
52260,21844,6831,5349,2924,1500,708,350,140,68,19,4,5,1,0,0,0,0,0,0,0
52270,21934,6700,5443,2857,1474,740,343,152,55,29,11,4,0,1,0,0,0,0,0,0
52280,21838,6851,5307,2924,1500,774,341,125,50,20,10,2,0,1,0,0,0,0,0,0
52290,21970,6659,5407,2897,1468,753,332,156,66,24,7,4,0,0,0,0,0,0,0,0
52300,21923,6688,5413,2933,1484,728,315,157,64,29,7,2,0,0,0,0,0,0,0,0
52310,21776,6745,5587,2954,1409,690,354,130,56,27,14,1,0,0,0,0,0,0,0,0
52320,21864,6773,5425,2886,1487,730,335,147,57,27,8,2,2,0,0,0,0,0,0,0
52330,21891,6721,5373,2975,1533,685,315,146,70,21,11,1,1,0,0,0,0,0,0,0
52340,21869,6688,5439,3027,1445,707,339,134,66,13,12,4,0,0,0,0,0,0,0,0
52350,21894,6726,5403,3012,1435,668,340,145,67,33,15,4,0,1,0,0,0,0,0,0
52360,21928,6718,5331,2963,1543,669,339,157,48,33,11,3,0,0,0,0,0,0,0,0
52370,21901,6773,5400,2853,1479,706,395,141,64,19,7,5,0,0,0,0,0,0,0,0
52380,21857,6826,5356,2916,1479,714,343,159,56,23,10,3,1,0,0,0,0,0,0,0
52390,21873,6780,5343,2989,1475,694,330,157,69,26,4,2,0,1,0,0,0,0,0,0
52400,21858,6802,5447,2821,1505,725,345,129,61,35,7,6,0,1,1,0,0,0,0,0
52410,21989,6597,5367,2994,1505,719,329,153,57,21,8,3,1,0,0,0,0,0,0,0
52420,21903,6747,5440,2827,1534,710,316,142,77,32,12,2,0,1,0,0,0,0,0,0
52430,21949,6615,5469,2952,1460,720,327,142,68,23,11,7,0,0,0,0,0,0,0,0
52440,21901,6776,5384,2882,1494,713,337,135,70,31,14,6,0,0,0,0,0,0,0,0
52450,21892,6767,5382,2904,1504,700,344,140,69,26,11,4,0,0,0,0,0,0,0,0
52460,21883,6784,5399,2859,1505,716,359,143,55,18,17,4,0,1,0,0,0,0,0,0
52470,21957,6679,5391,2897,1521,714,327,150,60,31,11,4,1,0,0,0,0,0,0,0
52480,21870,6766,5410,2937,1512,661,288,182,76,30,9,1,1,0,0,0,0,0,0,0
52490,21873,6810,5309,2958,1528,682,325,159,65,20,6,4,2,1,0,1,0,0,0,0
52500,21908,6698,5438,2943,1482,678,340,145,62,30,10,7,2,0,0,0,0,0,0,0
52510,21961,6675,5401,2895,1482,735,348,141,67,20,11,7,0,0,0,0,0,0,0,0
52520,21956,6641,5399,3022,1425,699,336,156,68,24,13,3,1,0,0,0,0,0,0,0
52530,21875,6796,5397,2901,1447,738,322,153,74,30,5,3,2,0,0,0,0,0,0,0
52540,21930,6789,5294,2913,1504,722,320,158,65,35,6,5,1,1,0,0,0,0,0,0
52550,21951,6642,5441,2944,1472,710,324,144,63,37,8,5,1,1,0,0,0,0,0,0
52560,21924,6682,5403,2974,1449,726,335,153,64,20,9,4,0,0,0,0,0,0,0,0
52570,21935,6693,5420,2903,1508,699,310,169,58,29,9,6,2,2,0,0,0,0,0,0
52580,21896,6782,5308,2956,1489,738,323,159,60,25,4,1,2,0,0,0,0,0,0,0
52590,21929,6698,5419,2894,1523,673,353,143,71,23,15,1,0,1,0,0,0,0,0,0
52600,21858,6814,5393,2899,1440,752,336,159,52,26,10,2,1,1,0,0,0,0,0,0
52610,21818,6801,5486,2867,1489,699,331,145,69,26,7,2,0,3,0,0,0,0,0,0
52620,21929,6709,5375,2969,1438,714,356,163,56,19,9,4,1,1,0,0,0,0,0,0
52630,21900,6726,5366,2989,1468,728,316,151,61,22,11,4,0,1,0,0,0,0,0,0
52640,21905,6677,5423,2985,1471,721,308,150,66,25,9,2,0,1,0,0,0,0,0,0
52650,21898,6737,5422,2862,1517,744,319,143,53,34,11,3,0,0,0,0,0,0,0,0
52660,21960,6635,5330,3021,1519,738,310,135,60,23,8,1,3,0,0,0,0,0,0,0
52670,21907,6730,5349,2990,1476,700,352,143,55,28,9,3,0,1,0,0,0,0,0,0
52680,21939,6778,5293,2893,1516,734,344,142,55,34,9,3,2,0,0,1,0,0,0,0
52690,21932,6618,5451,2989,1437,780,305,138,56,19,8,8,1,1,0,0,0,0,0,0
52700,21951,6734,5275,2995,1489,700,344,151,60,28,13,1,2,0,0,0,0,0,0,0
52710,21984,6630,5348,3021,1462,714,325,152,67,23,10,6,0,1,0,0,0,0,0,0
52720,21929,6657,5433,2922,1514,738,312,139,56,25,10,6,2,0,0,0,0,0,0,0
52730,21972,6597,5424,2975,1500,707,323,130,70,30,8,6,0,0,1,0,0,0,0,0
52740,21998,6657,5376,2890,1534,670,348,145,83,21,13,5,2,1,0,0,0,0,0,0
52750,21937,6690,5407,2945,1483,668,348,147,73,29,9,5,1,1,0,0,0,0,0,0
52760,21960,6543,5513,2965,1480,714,330,141,69,19,5,1,1,2,0,0,0,0,0,0
52770,22008,6526,5466,2939,1550,667,327,168,50,28,11,3,0,0,0,0,0,0,0,0
52780,21932,6693,5349,3013,1446,732,340,137,64,19,12,5,1,0,0,0,0,0,0,0
52790,21926,6656,5455,2962,1444,704,351,142,60,25,12,3,2,1,0,0,0,0,0,0
52800,21953,6712,5359,2916,1476,735,336,152,58,24,19,2,0,0,1,0,0,0,0,0
52810,22006,6612,5367,2973,1470,717,336,157,66,27,5,7,0,0,0,0,0,0,0,0
52820,21906,6676,5464,2884,1527,712,342,130,72,23,3,4,0,0,0,0,0,0,0,0
52830,21906,6685,5410,2962,1495,709,341,144,63,17,7,3,0,1,0,0,0,0,0,0
52840,21892,6746,5388,2903,1517,740,325,137,48,31,7,7,1,1,0,0,0,0,0,0
52850,21855,6730,5463,2929,1494,711,329,134,54,25,11,6,2,0,0,0,0,0,0,0
52860,21982,6649,5446,2837,1493,753,311,166,56,30,14,5,0,1,0,0,0,0,0,0
52870,21865,6793,5381,2934,1483,705,331,132,72,31,12,4,0,0,0,0,0,0,0,0
52880,21915,6705,5373,2988,1502,662,341,164,51,19,17,5,1,0,0,0,0,0,0,0
52890,21943,6604,5534,2872,1524,673,326,155,76,21,11,3,0,1,0,0,0,0,0,0
52900,21883,6805,5297,3003,1453,721,335,142,54,26,16,8,0,0,0,0,0,0,0,0
52910,21854,6759,5430,2944,1490,666,350,157,56,23,8,4,2,0,0,0,0,0,0,0
52920,21869,6691,5534,2881,1509,689,318,137,68,30,12,3,0,2,0,0,0,0,0,0
52930,21957,6643,5393,2974,1480,697,362,139,60,24,10,3,0,1,0,0,0,0,0,0
52940,21985,6683,5360,2911,1481,708,343,147,83,29,12,1,0,0,0,0,0,0,0,0
52950,21908,6683,5384,2976,1504,744,318,128,67,23,7,1,0,0,0,0,0,0,0,0
52960,21876,6740,5420,2927,1512,696,328,138,60,29,11,3,3,0,0,0,0,0,0,0
52970,21844,6812,5367,2958,1477,727,311,136,64,30,9,6,2,0,0,0,0,0,0,0
52980,21995,6611,5417,2939,1463,713,357,141,65,23,8,8,0,2,1,0,0,0,0,0
52990,21823,6851,5343,2966,1488,693,344,134,51,28,14,7,1,0,0,0,0,0,0,0
53000,21913,6728,5417,2898,1498,705,311,154,63,41,12,3,0,0,0,0,0,0,0,0
53010,21943,6677,5427,2933,1477,675,354,136,71,26,16,6,0,2,0,0,0,0,0,0
53020,21825,6788,5431,2965,1441,734,312,140,71,23,8,4,0,1,0,0,0,0,0,0
53030,21893,6756,5405,2922,1472,691,334,161,70,20,14,3,2,0,0,0,0,0,0,0
53040,21883,6705,5430,2969,1468,731,312,145,62,21,15,2,0,0,0,0,0,0,0,0
53050,21811,6858,5421,2907,1464,682,334,154,64,29,13,3,1,2,0,0,0,0,0,0
53060,21922,6768,5306,2943,1522,683,333,153,79,20,7,5,1,1,0,0,0,0,0,0
53070,21907,6744,5323,2953,1564,696,320,131,55,31,12,3,3,1,0,0,0,0,0,0
53080,21903,6732,5399,2905,1497,754,313,136,60,26,8,6,2,2,0,0,0,0,0,0
53090,21892,6794,5267,3002,1499,734,317,132,67,20,11,5,3,0,0,0,0,0,0,0
53100,21922,6733,5308,3023,1497,664,340,142,65,35,9,2,3,0,0,0,0,0,0,0
53110,21875,6820,5293,2968,1476,747,326,133,64,25,10,4,1,0,1,0,0,0,0,0
53120,21885,6807,5348,2893,1534,682,334,151,64,23,14,6,1,0,0,0,0,1,0,0
53130,21897,6754,5386,2943,1439,738,321,159,66,30,6,3,1,0,0,0,0,0,0,0
53140,21910,6787,5334,2901,1500,713,361,125,63,30,8,8,2,1,0,0,0,0,0,0
53150,21965,6635,5408,2984,1436,700,361,170,48,18,7,9,1,1,0,0,0,0,0,0
53160,21913,6729,5462,2832,1482,731,328,161,59,28,11,5,0,1,1,0,0,0,0,0
53170,21910,6717,5431,2928,1444,705,349,147,69,31,7,5,0,0,0,0,0,0,0,0
53180,21981,6736,5263,2888,1568,703,353,154,59,22,14,0,2,0,0,0,0,0,0,0
53190,21899,6777,5357,2894,1540,691,340,122,72,30,16,5,0,0,0,0,0,0,0,0
53200,21912,6677,5433,2956,1488,709,315,145,64,29,10,3,2,0,0,0,0,0,0,0
53210,21942,6676,5410,2943,1475,684,350,163,62,28,5,2,2,1,0,0,0,0,0,0
53220,21920,6730,5370,2964,1470,673,347,165,63,24,12,2,2,1,0,0,0,0,0,0
53230,21905,6796,5327,2937,1462,713,329,167,63,30,7,3,3,1,0,0,0,0,0,0
53240,21855,6759,5497,2864,1491,673,344,151,59,34,11,2,2,0,1,0,0,0,0,0
53250,21836,6833,5380,2944,1458,709,316,162,54,35,13,2,1,0,0,0,0,0,0,0
53260,21855,6762,5456,2923,1460,728,286,158,62,34,14,4,1,0,0,0,0,0,0,0
53270,21915,6739,5379,2925,1479,705,337,152,77,27,5,2,0,1,0,0,0,0,0,0
53280,22009,6564,5436,2916,1529,704,341,135,66,34,3,4,2,0,0,0,0,0,0,0
53290,21871,6758,5435,2882,1496,699,360,156,52,22,9,2,1,0,0,0,0,0,0,0
53300,21876,6772,5407,2903,1500,694,321,165,65,28,8,3,1,0,0,0,0,0,0,0
53310,21865,6772,5454,2881,1495,668,336,158,68,31,10,5,0,0,0,0,0,0,0,0
53320,21930,6672,5426,2917,1510,728,307,143,66,28,11,5,0,0,0,0,0,0,0,0
53330,21938,6671,5413,2911,1552,670,331,151,65,28,6,5,1,1,0,0,0,0,0,0
53340,21920,6691,5445,2907,1497,700,311,153,71,36,9,2,1,0,0,0,0,0,0,0
53350,21853,6832,5355,2928,1474,715,326,152,67,29,8,0,3,1,0,0,0,0,0,0
53360,21899,6737,5406,2899,1509,698,343,153,62,29,5,1,2,0,0,0,0,0,0,0
53370,21909,6741,5371,2911,1516,716,333,139,69,26,8,3,0,1,0,0,0,0,0,0
53380,21861,6844,5332,2892,1527,708,329,147,53,28,16,2,2,2,0,0,0,0,0,0
53390,21932,6749,5331,2972,1441,716,329,163,61,31,13,1,3,1,0,0,0,0,0,0
53400,21940,6656,5412,2969,1446,741,338,140,64,26,8,3,0,0,0,0,0,0,0,0
53410,21911,6603,5523,2958,1466,719,330,136,59,27,7,4,0,0,0,0,0,0,0,0
53420,21917,6674,5424,2975,1479,672,346,157,66,19,11,2,0,0,1,0,0,0,0,0
53430,21915,6725,5392,2934,1459,706,375,135,62,28,9,3,0,0,0,0,0,0,0,0
53440,21937,6656,5410,2978,1472,710,331,146,57,33,10,2,1,0,0,0,0,0,0,0
53450,21975,6693,5291,2927,1565,732,314,145,59,30,8,3,0,1,0,0,0,0,0,0
53460,21951,6727,5314,2960,1471,705,360,153,61,33,6,1,1,0,0,0,0,0,0,0
53470,22012,6612,5325,2983,1538,697,317,156,58,29,8,3,3,1,1,0,0,0,0,0
53480,21924,6701,5369,2991,1469,706,333,139,70,25,10,5,0,0,1,0,0,0,0,0
53490,21934,6683,5348,3026,1459,713,333,146,67,20,9,3,1,0,1,0,0,0,0,0
53500,21875,6738,5404,2987,1439,720,347,130,68,16,12,5,1,1,0,0,0,0,0,0
53510,21875,6755,5411,2909,1490,744,333,116,63,31,11,4,1,0,0,0,0,0,0,0
53520,21888,6661,5493,2963,1466,705,314,152,55,35,8,1,2,0,0,0,0,0,0,0
53530,21890,6757,5417,2912,1430,738,346,150,65,25,10,2,0,1,0,0,0,0,0,0
53540,21952,6642,5389,2988,1472,739,305,161,58,24,5,7,1,0,0,0,0,0,0,0
53550,21888,6789,5336,2961,1468,715,331,149,61,28,9,5,2,0,1,0,0,0,0,0
53560,21892,6817,5371,2854,1468,752,309,174,57,34,10,4,1,0,0,0,0,0,0,0
53570,21936,6724,5336,2992,1428,721,349,158,59,24,12,3,0,1,0,0,0,0,0,0
53580,21950,6637,5450,2886,1539,703,339,131,69,24,10,3,1,1,0,0,0,0,0,0
53590,21922,6635,5516,2921,1445,717,333,149,62,25,13,4,1,0,0,0,0,0,0,0
53600,21935,6715,5322,3020,1445,722,317,161,65,27,12,2,0,0,0,0,0,0,0,0
53610,21937,6707,5351,2974,1439,735,361,142,64,26,4,1,2,0,0,0,0,0,0,0
53620,21893,6704,5395,3004,1493,679,314,156,61,35,8,1,0,0,0,0,0,0,0,0
53630,22022,6647,5307,2960,1489,705,346,162,59,29,11,5,0,1,0,0,0,0,0,0
53640,21919,6735,5367,2910,1513,703,335,174,50,27,7,2,0,0,1,0,0,0,0,0
53650,21957,6723,5332,2914,1518,708,321,162,61,27,12,7,0,0,1,0,0,0,0,0
53660,21920,6724,5423,2878,1470,728,350,149,66,16,9,7,2,1,0,0,0,0,0,0
53670,21921,6730,5395,2908,1489,709,329,146,64,35,13,3,1,0,0,0,0,0,0,0
53680,21941,6732,5394,2824,1508,757,341,138,74,21,7,4,0,1,1,0,0,0,0,0
53690,22019,6651,5300,2927,1547,693,355,138,74,27,9,1,1,0,1,0,0,0,0,0
53700,21937,6723,5430,2840,1529,656,345,164,71,30,12,5,0,1,0,0,0,0,0,0
53710,21957,6692,5407,2925,1434,718,341,147,71,30,11,8,1,1,0,0,0,0,0,0
53720,21998,6706,5275,2916,1546,703,335,150,70,28,9,6,1,0,0,0,0,0,0,0
53730,21849,6832,5368,2923,1480,701,326,146,78,25,12,2,1,0,0,0,0,0,0,0
53740,21923,6733,5378,2944,1487,691,292,175,71,28,13,6,1,0,1,0,0,0,0,0
53750,21869,6769,5440,2908,1448,730,318,142,69,35,10,2,2,1,0,0,0,0,0,0
53760,21927,6730,5356,2942,1469,735,328,152,66,23,10,3,2,0,0,0,0,0,0,0
53770,21851,6862,5318,2952,1440,720,335,158,72,24,6,2,2,0,0,1,0,0,0,0
53780,21983,6719,5249,2979,1520,693,331,155,73,28,8,3,2,0,0,0,0,0,0,0
53790,21928,6730,5380,2937,1443,716,345,148,75,29,9,3,0,0,0,0,0,0,0,0
53800,21968,6715,5358,2864,1525,712,322,158,86,22,8,4,1,0,0,0,0,0,0,0
53810,21947,6764,5311,2921,1464,713,353,161,70,28,6,4,1,0,0,0,0,0,0,0
53820,21902,6762,5400,2909,1473,683,337,160,76,22,13,4,1,1,0,0,0,0,0,0
53830,21946,6739,5382,2842,1505,742,317,154,65,33,12,5,1,0,0,0,0,0,0,0
53840,21923,6717,5437,2831,1506,740,337,158,58,23,10,1,1,1,0,0,0,0,0,0
53850,21829,6835,5397,2941,1417,741,317,164,66,26,6,2,2,0,0,0,0,0,0,0
53860,21898,6688,5481,2936,1436,719,333,138,64,35,12,1,2,0,0,0,0,0,0,0
53870,21861,6719,5488,2893,1504,706,333,148,52,28,7,0,1,3,0,0,0,0,0,0
53880,21863,6809,5390,2861,1496,734,344,159,56,22,6,2,1,0,0,0,0,0,0,0
53890,21918,6774,5266,2941,1573,700,336,135,67,16,7,9,1,0,0,0,0,0,0,0
53900,21874,6767,5396,2929,1477,717,330,156,66,17,8,4,1,0,0,1,0,0,0,0
53910,21859,6812,5389,2910,1455,731,327,148,70,33,6,3,0,0,0,0,0,0,0,0
53920,21820,6814,5387,2973,1457,743,302,155,54,24,8,4,2,0,0,0,0,0,0,0
53930,21896,6782,5351,2929,1479,689,370,134,80,20,11,1,1,0,0,0,0,0,0,0
53940,21905,6722,5399,2935,1496,710,331,134,66,28,10,4,3,0,0,0,0,0,0,0
53950,21871,6807,5324,2975,1463,729,318,153,65,25,6,4,1,2,0,0,0,0,0,0
53960,21932,6685,5398,2992,1402,767,314,133,68,39,10,3,0,0,0,0,0,0,0,0
53970,22009,6582,5388,2961,1522,691,328,157,72,21,6,5,1,0,0,0,0,0,0,0
53980,21895,6781,5361,2927,1452,725,347,151,67,23,11,2,1,0,0,0,0,0,0,0
53990,21950,6677,5358,2970,1479,724,341,151,57,20,12,3,1,0,0,0,0,0,0,0
54000,21876,6698,5483,2931,1457,731,325,138,68,23,9,3,0,1,0,0,0,0,0,0
54010,21929,6678,5389,2966,1507,692,334,153,55,24,8,7,0,1,0,0,0,0,0,0
54020,21945,6753,5291,2963,1485,696,330,182,61,21,10,4,2,0,0,0,0,0,0,0
54030,21848,6765,5421,2968,1423,770,312,135,63,20,13,2,2,1,0,0,0,0,0,0
54040,21826,6782,5411,2932,1531,720,312,141,50,27,6,4,0,1,0,0,0,0,0,0
54050,21888,6702,5402,3009,1467,702,340,133,65,18,9,7,1,0,0,0,0,0,0,0
54060,21927,6733,5374,2911,1475,724,345,154,63,23,8,4,1,0,1,0,0,0,0,0
54070,21900,6720,5367,2967,1534,678,341,128,72,24,8,1,2,1,0,0,0,0,0,0
54080,21778,6905,5369,2910,1486,730,326,144,65,18,7,1,3,1,0,0,0,0,0,0
54090,21960,6633,5443,2965,1423,709,351,154,59,32,8,4,2,0,0,0,0,0,0,0
54100,21979,6643,5419,2926,1482,672,352,153,69,26,17,3,2,0,0,0,0,0,0,0
54110,21920,6636,5434,3038,1431,712,313,156,70,23,6,4,0,0,0,0,0,0,0,0
54120,21948,6647,5405,2948,1495,720,338,154,51,24,11,2,0,0,0,0,0,0,0,0
54130,21918,6708,5367,2980,1478,700,355,137,59,27,10,3,1,0,0,0,0,0,0,0
54140,21885,6749,5372,2911,1526,748,318,151,53,20,6,4,0,0,0,0,0,0,0,0
54150,21817,6830,5392,2938,1473,701,354,156,49,21,11,1,0,0,0,0,0,0,0,0
54160,21909,6685,5455,2958,1456,669,340,171,53,33,7,7,0,0,0,0,0,0,0,0
54170,21966,6643,5378,2987,1462,714,343,142,72,27,7,1,0,1,0,0,0,0,0,0
54180,21836,6807,5402,2940,1466,705,330,165,57,25,6,2,1,1,0,0,0,0,0,0
54190,21949,6673,5382,2989,1426,725,333,162,71,24,6,2,1,0,0,0,0,0,0,0
54200,21862,6812,5328,2975,1466,727,336,129,61,33,8,5,1,0,0,0,0,0,0,0
54210,21957,6597,5451,2968,1479,722,319,161,53,19,14,1,1,0,0,1,0,0,0,0
54220,21863,6700,5540,2894,1455,717,326,135,72,26,4,8,2,1,0,0,0,0,0,0
54230,21922,6694,5382,2952,1523,690,319,169,61,18,8,2,1,2,0,0,0,0,0,0
54240,21897,6726,5409,2927,1472,755,314,133,69,28,9,2,2,0,0,0,0,0,0,0
54250,21884,6750,5424,2941,1436,695,345,167,62,26,9,4,0,0,0,0,0,0,0,0
54260,21883,6747,5367,2973,1497,707,332,137,53,32,9,5,1,0,0,0,0,0,0,0
54270,21874,6750,5356,3005,1498,701,309,150,59,23,12,6,0,0,0,0,0,0,0,0
54280,21859,6766,5384,2961,1488,710,359,122,55,22,12,4,0,0,1,0,0,0,0,0
54290,21893,6691,5411,2998,1484,687,338,141,65,24,7,4,0,0,0,0,0,0,0,0
54300,21939,6651,5394,3058,1392,724,333,144,56,37,10,5,0,0,0,0,0,0,0,0
54310,22025,6692,5314,2816,1529,778,329,149,67,29,10,5,0,0,0,0,0,0,0,0
54320,21891,6769,5420,2869,1478,730,319,153,68,32,9,3,1,1,0,0,0,0,0,0
54330,21962,6750,5305,2915,1445,765,334,162,67,26,9,1,2,0,0,0,0,0,0,0
54340,21988,6644,5359,2954,1486,695,360,157,68,24,7,1,0,0,0,0,0,0,0,0
54350,22023,6624,5317,2951,1508,694,389,148,56,22,8,2,1,0,0,0,0,0,0,0
54360,21987,6701,5300,2984,1430,748,323,149,73,27,13,4,4,0,0,0,0,0,0,0
54370,21988,6639,5365,2925,1511,736,323,154,74,18,6,3,1,0,0,0,0,0,0,0
54380,21915,6670,5431,2968,1462,723,324,153,60,27,6,3,0,1,0,0,0,0,0,0
54390,21912,6748,5378,2925,1463,731,342,127,70,30,7,5,4,1,0,0,0,0,0,0
54400,21989,6696,5342,2916,1491,695,322,167,77,26,18,3,1,0,0,0,0,0,0,0
54410,21915,6774,5327,2952,1498,663,332,172,62,30,12,3,2,1,0,0,0,0,0,0
54420,21961,6672,5412,2925,1479,698,320,152,64,38,16,4,2,0,0,0,0,0,0,0
54430,21851,6838,5373,2924,1452,712,328,139,83,23,14,5,1,0,0,0,0,0,0,0
54440,21864,6782,5499,2805,1501,663,360,162,57,31,12,5,1,1,0,0,0,0,0,0
54450,21864,6822,5359,2968,1432,677,346,160,72,29,8,1,3,2,0,0,0,0,0,0
54460,21996,6599,5460,2859,1509,712,361,151,58,24,7,6,1,0,0,0,0,0,0,0
54470,21961,6664,5359,2983,1486,703,319,163,63,32,7,1,1,1,0,0,0,0,0,0
54480,21930,6728,5308,3006,1479,709,336,145,62,20,12,5,2,0,1,0,0,0,0,0
54490,21963,6644,5380,2971,1517,694,301,160,76,21,12,3,1,0,0,0,0,0,0,0
54500,21955,6691,5380,2951,1442,740,311,155,70,31,9,6,1,1,0,0,0,0,0,0
54510,21908,6670,5446,2933,1504,706,333,150,60,22,11,0,0,0,0,0,0,0,0,0
54520,21957,6662,5415,2929,1449,746,340,136,59,32,13,4,1,0,0,0,0,0,0,0
54530,22009,6598,5308,3060,1479,727,316,140,62,27,10,1,6,0,0,0,0,0,0,0
54540,21928,6705,5362,2933,1541,710,326,143,49,23,14,6,1,1,1,0,0,0,0,0
54550,21854,6792,5356,2966,1498,722,313,142,63,17,14,3,2,1,0,0,0,0,0,0
54560,22039,6599,5323,2987,1446,750,342,161,57,28,7,2,2,0,0,0,0,0,0,0
54570,21915,6776,5376,2885,1450,733,333,168,65,29,8,3,0,1,1,0,0,0,0,0
54580,21922,6738,5372,2945,1460,699,351,145,58,32,15,4,2,0,0,0,0,0,0,0
54590,21831,6843,5409,2946,1408,694,352,137,60,45,12,6,0,0,0,0,0,0,0,0
54600,21850,6716,5459,2969,1511,675,320,148,55,25,9,4,1,0,0,0,1,0,0,0
54610,21871,6807,5393,2877,1490,687,365,153,61,26,8,2,2,0,0,1,0,0,0,0
54620,21864,6706,5408,2989,1547,679,327,134,51,21,13,4,0,0,0,0,0,0,0,0
54630,21907,6673,5441,2963,1469,704,342,154,51,29,7,2,1,0,0,0,0,0,0,0
54640,21879,6694,5454,2953,1485,720,313,150,57,30,3,4,0,0,1,0,0,0,0,0
54650,21862,6785,5409,2952,1437,705,320,158,71,28,11,5,0,0,0,0,0,0,0,0
54660,21901,6774,5298,3013,1449,735,327,140,56,32,13,5,0,0,0,0,0,0,0,0
54670,21894,6705,5401,2956,1488,745,320,149,52,23,6,3,1,0,0,0,0,0,0,0
