iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
87600,21833,6794,5411,2951,1485,675,342,153,68,23,4,3,1,0,0,0,0,0,0
87610,21884,6737,5439,2923,1470,716,309,140,84,25,11,3,1,1,0,0,0,0,0
87620,21921,6661,5415,2969,1497,720,308,157,63,22,6,2,1,0,1,0,0,0,0
87630,21903,6671,5475,2930,1479,706,326,154,64,23,7,0,2,3,0,0,0,0,0
87640,21853,6769,5377,2940,1537,716,329,128,62,19,10,2,0,1,0,0,0,0,0
87650,21919,6798,5268,2925,1482,778,347,129,53,35,8,0,1,0,0,0,0,0,0
87660,21883,6723,5406,3003,1434,709,330,158,58,27,9,1,2,0,0,0,0,0,0
87670,21916,6721,5333,3024,1455,717,336,141,53,27,15,4,0,0,0,1,0,0,0
87680,21863,6724,5438,2976,1504,653,342,130,66,34,7,5,0,1,0,0,0,0,0
87690,21928,6710,5366,2953,1470,743,323,146,68,23,8,4,1,0,0,0,0,0,0
87700,21889,6768,5355,2912,1520,720,342,140,64,27,4,2,0,0,0,0,0,0,0
87710,21931,6699,5318,3003,1510,743,299,137,60,24,16,2,0,1,0,0,0,0,0
87720,21963,6680,5431,2848,1460,771,316,177,64,22,5,5,1,0,0,0,0,0,0
87730,21981,6634,5393,2942,1512,681,350,129,75,27,15,2,1,0,1,0,0,0,0
87740,21951,6673,5418,2892,1472,745,360,131,61,28,6,4,2,0,0,0,0,0,0
87750,21928,6709,5413,2921,1476,701,316,170,68,23,9,3,3,2,1,0,0,0,0
87760,21897,6761,5379,2947,1462,695,338,149,71,30,8,3,1,2,0,0,0,0,0
87770,21912,6739,5382,2924,1498,702,320,147,78,25,10,4,2,0,0,0,0,0,0
87780,21922,6708,5382,2963,1490,692,321,152,68,27,13,5,0,0,0,0,0,0,0
87790,21833,6808,5417,2904,1519,687,334,129,67,23,17,3,1,1,0,0,0,0,0
87800,21931,6685,5429,2908,1462,739,358,125,62,32,6,6,0,0,0,0,0,0,0
87810,21893,6777,5375,2849,1530,720,365,152,56,19,4,2,0,0,1,0,0,0,0
87820,21922,6636,5454,2937,1547,675,335,132,70,22,10,3,0,0,0,0,0,0,0
87830,21879,6719,5475,2903,1476,709,332,141,64,30,11,3,1,0,0,0,0,0,0
87840,21848,6733,5440,2971,1494,686,340,129,70,17,11,3,1,0,0,0,0,0,0
87850,21877,6774,5406,2895,1465,741,343,142,61,26,10,3,0,0,0,0,0,0,0
87860,21983,6664,5387,2903,1487,724,309,185,59,20,16,5,1,0,0,0,0,0,0
87870,21830,6728,5574,2879,1415,744,312,166,56,26,11,0,2,0,0,0,0,0,0
87880,21850,6783,5455,2861,1509,709,316,157,55,34,10,3,1,0,0,0,0,0,0
87890,21885,6721,5479,2900,1424,741,343,146,70,22,7,5,0,0,0,0,0,0,0
87900,21767,6828,5476,2907,1511,698,340,117,63,26,6,1,0,2,1,0,0,0,0
87910,21799,6818,5413,2956,1513,663,337,153,60,22,7,1,1,0,0,0,0,0,0
87920,21950,6685,5359,2911,1563,706,313,155,64,22,13,2,0,0,0,0,0,0,0
87930,21896,6736,5370,2983,1431,750,339,141,61,26,9,1,0,0,0,0,0,0,0
87940,21900,6746,5356,2979,1468,709,342,139,55,30,13,6,0,0,0,0,0,0,0
87950,21863,6751,5490,2851,1461,736,349,146,61,22,10,3,0,0,0,0,0,0,0
87960,21877,6734,5423,2944,1476,707,335,152,59,21,9,5,1,0,0,0,0,0,0
87970,21925,6784,5299,2931,1485,711,343,162,65,24,10,3,1,0,0,0,0,0,0
87980,21850,6761,5424,3007,1404,711,332,155,53,28,10,7,1,0,0,0,0,0,0
87990,21898,6733,5375,2951,1493,732,329,126,65,20,14,5,2,0,0,0,0,0,0
88000,21892,6754,5414,2865,1538,697,336,138,65,25,11,6,0,2,0,0,0,0,0
88010,21925,6677,5466,2890,1497,682,349,158,59,18,17,1,2,1,1,0,0,0,0
88020,21865,6703,5422,3061,1429,704,306,150,55,33,11,4,0,0,0,0,0,0,0
88030,21856,6753,5463,2884,1497,715,336,148,50,26,9,2,1,3,0,0,0,0,0
88040,21835,6825,5395,2909,1463,726,347,147,66,21,8,1,0,0,0,0,0,0,0
88050,21912,6733,5393,2908,1481,730,339,141,67,25,11,2,1,0,0,0,0,0,0
88060,21796,6863,5411,2908,1478,726,321,138,50,34,8,7,2,1,0,0,0,0,0
88070,21901,6652,5461,2999,1448,704,340,148,50,24,11,4,0,0,1,0,0,0,0
88080,21893,6760,5364,2960,1491,686,324,155,67,27,9,3,2,2,0,0,0,0,0
88090,21867,6734,5438,2940,1493,686,333,159,57,20,12,4,0,0,0,0,0,0,0
88100,21877,6725,5472,2918,1454,707,326,158,61,35,7,2,1,0,0,0,0,0,0
88110,21858,6761,5409,2962,1473,703,341,139,55,24,9,5,2,1,1,0,0,0,0
88120,21909,6698,5443,2927,1451,729,326,166,59,22,6,3,4,0,0,0,0,0,0
88130,21835,6826,5447,2833,1510,703,343,140,62,21,15,1,6,1,0,0,0,0,0
88140,21924,6705,5380,2922,1526,715,312,157,72,19,7,3,1,0,0,0,0,0,0
88150,21845,6746,5446,2947,1503,697,325,129,58,27,14,5,1,0,0,0,0,0,0
88160,21837,6739,5494,2910,1483,733,301,139,68,29,7,1,2,0,0,0,0,0,0
88170,21777,6893,5411,2850,1515,734,345,124,55,26,8,4,1,0,0,0,0,0,0
88180,21831,6715,5484,3019,1437,697,311,147,64,22,12,3,1,0,0,0,0,0,0
88190,21838,6859,5347,2929,1482,698,319,153,82,21,10,5,0,0,0,0,0,0,0
88200,21884,6742,5380,2984,1491,662,353,143,63,22,15,4,0,0,0,0,0,0,0
88210,21878,6757,5426,2931,1420,718,370,149,55,24,13,2,0,0,0,0,0,0,0
88220,21869,6778,5423,2862,1532,689,330,154,72,18,12,4,0,0,0,0,0,0,0
88230,21894,6719,5391,2966,1511,686,330,154,46,26,13,4,3,0,0,0,0,0,0
88240,21840,6757,5498,2875,1515,676,334,145,56,25,13,6,2,1,0,0,0,0,0
88250,21862,6775,5418,2888,1551,663,328,155,58,28,9,7,0,1,0,0,0,0,0
88260,21901,6681,5467,2955,1430,734,335,133,64,26,8,5,3,0,0,1,0,0,0
88270,21883,6740,5419,2961,1427,732,330,144,63,27,12,4,0,0,0,1,0,0,0
88280,21788,6806,5458,2982,1453,687,332,133,54,33,12,4,1,0,0,0,0,0,0
88290,21844,6797,5384,2964,1479,701,329,137,72,19,9,5,1,1,0,1,0,0,0
88300,21846,6763,5388,3040,1465,653,320,171,60,18,13,4,0,2,0,0,0,0,0
88310,21879,6706,5430,2959,1503,696,330,142,62,25,10,0,0,1,0,0,0,0,0
88320,21925,6716,5421,2843,1506,743,349,146,58,27,6,2,1,0,0,0,0,0,0
88330,21796,6812,5489,2871,1521,668,341,140,69,25,9,1,1,0,0,0,0,0,0
88340,21870,6789,5354,2940,1471,752,340,132,58,22,9,6,0,0,0,0,0,0,0
88350,21880,6793,5418,2856,1488,695,368,127,67,31,16,2,1,1,0,0,0,0,0
88360,21795,6819,5454,2932,1459,713,324,148,64,26,7,1,1,0,0,0,0,0,0
88370,21844,6837,5423,2881,1434,699,360,162,60,25,12,5,1,0,0,0,0,0,0
88380,21797,6829,5416,2944,1514,664,334,148,59,22,12,4,0,0,0,0,0,0,0
88390,21921,6738,5367,2896,1524,722,327,146,61,20,12,5,2,2,0,0,0,0,0
88400,21816,6730,5514,3000,1440,656,341,140,66,21,11,5,2,1,0,0,0,0,0
88410,21881,6730,5452,2939,1436,706,341,151,64,31,9,2,1,0,0,0,0,0,0
88420,21935,6660,5456,2921,1471,719,333,137,66,25,10,6,2,0,1,1,0,0,0
88430,21915,6680,5413,2977,1473,729,304,149,59,26,9,7,0,1,0,0,1,0,0
88440,21912,6737,5390,2886,1524,714,320,156,68,24,4,6,2,0,0,0,0,0,0
88450,21901,6628,5502,2966,1461,724,331,137,56,22,8,6,1,0,0,0,0,0,0
88460,21787,6823,5410,2955,1529,696,311,143,50,23,11,5,0,0,0,0,0,0,0
88470,21826,6790,5501,2862,1476,695,333,155,63,30,5,5,2,0,0,0,0,0,0
88480,21946,6651,5412,2960,1472,730,333,134,66,22,8,4,2,2,1,0,0,0,0
88490,21916,6693,5422,2947,1470,715,335,133,66,28,10,7,1,0,0,0,0,0,0
88500,21893,6751,5368,2950,1530,663,334,147,61,27,11,3,1,4,0,0,0,0,0
88510,21828,6765,5507,2864,1466,754,318,148,60,23,5,4,0,1,0,0,0,0,0
88520,21807,6755,5544,2894,1478,683,341,132,73,26,7,3,0,0,0,0,0,0,0
88530,21780,6847,5459,2930,1436,713,330,145,65,23,11,2,1,1,0,0,0,0,0
88540,21866,6696,5507,2904,1516,682,328,139,60,28,13,4,0,0,0,0,0,0,0
88550,21810,6816,5390,2983,1466,717,325,140,67,16,5,7,1,0,0,0,0,0,0
88560,21749,6850,5482,2985,1429,676,327,140,47,33,15,9,0,0,1,0,0,0,0
88570,21802,6835,5415,2960,1455,697,336,133,67,28,10,3,1,1,0,0,0,0,0
88580,21971,6607,5385,3004,1496,720,319,138,63,24,8,6,2,0,0,0,0,0,0
88590,21902,6752,5398,2867,1503,724,356,145,64,24,7,0,0,1,0,0,0,0,0
88600,21879,6814,5292,2991,1475,714,307,170,59,28,9,4,1,0,0,0,0,0,0
88610,21859,6758,5503,2807,1534,710,314,145,65,33,11,2,2,0,0,0,0,0,0
88620,21865,6822,5384,2899,1434,732,347,159,63,23,11,4,0,0,0,0,0,0,0
88630,21920,6747,5378,2888,1468,741,360,152,47,27,9,6,0,0,0,0,0,0,0
88640,21910,6792,5291,2947,1498,723,317,166,59,22,13,3,2,0,0,0,0,0,0
88650,21894,6729,5452,2897,1475,691,333,174,56,28,8,4,2,0,0,0,0,0,0
88660,21865,6740,5456,2954,1409,720,358,148,50,32,4,5,1,0,1,0,0,0,0
88670,21866,6729,5494,2874,1510,704,309,147,58,31,13,8,0,0,0,0,0,0,0
88680,21785,6860,5430,2936,1475,665,333,151,61,30,11,5,1,0,0,0,0,0,0
88690,21838,6748,5512,2952,1404,708,306,152,75,31,13,1,2,0,0,1,0,0,0
88700,21907,6698,5431,2886,1533,723,323,151,54,26,7,2,1,1,0,0,0,0,0
88710,21903,6680,5466,2888,1526,720,321,139,55,31,11,2,0,1,0,0,0,0,0
88720,21842,6731,5489,2932,1467,706,325,163,56,22,7,3,0,0,0,0,0,0,0
88730,21908,6702,5457,2864,1522,702,341,138,73,22,11,3,0,0,0,0,0,0,0
88740,21922,6662,5412,2999,1471,708,321,154,48,28,8,5,4,1,0,0,0,0,0
88750,21837,6798,5344,3009,1519,696,289,138,72,20,17,1,2,1,0,0,0,0,0
88760,21867,6774,5437,2857,1508,713,349,138,58,24,13,3,2,0,0,0,0,0,0
88770,21969,6640,5385,2949,1504,727,316,145,68,26,10,2,2,0,0,0,0,0,0
88780,22016,6595,5435,2886,1474,730,353,153,57,23,13,5,2,1,0,0,0,0,0
88790,21932,6672,5412,2929,1493,739,328,137,63,23,10,5,0,0,0,0,0,0,0
88800,21934,6670,5431,2906,1469,762,337,147,56,13,12,3,1,2,0,0,0,0,0
88810,21959,6684,5361,2950,1464,744,318,151,79,20,10,2,1,0,0,0,0,0,0
88820,21885,6706,5487,2909,1434,739,327,161,56,28,6,4,1,0,0,0,0,0,0
88830,21923,6674,5386,3011,1439,745,336,127,61,24,15,1,0,1,0,0,0,0,0
88840,21880,6799,5384,2862,1499,744,322,151,58,24,17,2,0,1,0,0,0,0,0
88850,21780,6819,5474,2923,1496,677,336,135,71,19,7,4,2,0,0,0,0,0,0
88860,21789,6832,5424,3012,1416,691,316,157,67,25,7,3,3,1,0,0,0,0,0
88870,21852,6740,5469,2906,1505,714,313,147,54,22,13,7,0,1,0,0,0,0,0
88880,21835,6723,5480,2981,1463,710,290,166,61,21,8,4,1,0,0,0,0,0,0
88890,21838,6801,5399,2939,1488,693,341,143,60,29,10,2,0,0,0,0,0,0,0
88900,21860,6772,5397,2952,1482,694,324,168,61,20,9,3,1,0,0,0,0,0,0
88910,21972,6583,5454,2969,1473,705,329,161,61,24,9,3,0,0,0,0,0,0,0
88920,21868,6821,5364,2910,1446,750,346,130,58,28,15,6,1,0,0,0,0,0,0
88930,21811,6800,5477,2929,1450,696,332,135,66,26,13,5,2,0,1,0,0,0,0
88940,21786,6860,5451,2880,1480,728,309,146,59,22,15,2,3,1,1,0,0,0,0
88950,21864,6731,5454,2937,1485,681,345,145,60,34,3,3,0,0,1,0,0,0,0
88960,21861,6795,5382,2920,1509,683,337,160,56,23,13,2,2,0,0,0,0,0,0
88970,21925,6678,5433,2894,1494,761,323,146,52,21,9,4,2,1,0,0,0,0,0
88980,21866,6747,5454,2934,1449,688,362,132,62,36,10,2,1,0,0,0,0,0,0
88990,21877,6769,5364,2982,1450,700,350,152,65,24,10,0,0,0,0,0,0,0,0
89000,21889,6730,5378,2984,1467,736,312,149,58,27,10,1,2,0,0,0,0,0,0
89010,21870,6726,5466,2911,1455,751,313,160,57,22,8,3,1,0,0,0,0,0,0
89020,22001,6649,5361,2898,1535,697,345,141,77,23,7,6,2,1,0,0,0,0,0
89030,21860,6762,5497,2843,1462,728,316,176,61,28,8,2,0,0,0,0,0,0,0
89040,21819,6812,5507,2830,1451,738,327,149,75,23,11,1,0,0,0,0,0,0,0
89050,21878,6704,5429,2971,1510,703,301,135,67,30,10,4,1,0,0,0,0,0,0
89060,21891,6728,5418,2938,1457,758,309,139,58,27,12,4,3,1,0,0,0,0,0
89070,21897,6703,5461,2924,1463,701,347,130,73,32,9,1,2,0,0,0,0,0,0
89080,21816,6831,5441,2918,1457,669,359,142,63,29,12,5,0,0,0,1,0,0,0
89090,21917,6714,5381,2954,1485,703,320,173,63,20,11,0,1,1,0,0,0,0,0
89100,21809,6750,5512,2951,1461,711,299,140,65,32,8,5,0,0,0,0,0,0,0
89110,21904,6702,5420,2941,1495,685,346,154,62,25,5,1,2,1,0,0,0,0,0
89120,21867,6793,5315,2994,1493,714,329,136,74,13,7,6,1,1,0,0,0,0,0
89130,21783,6837,5438,2978,1452,659,345,145,71,20,8,5,1,1,0,0,0,0,0
89140,21901,6736,5347,2977,1529,669,317,172,63,22,2,6,0,1,1,0,0,0,0
89150,21831,6791,5408,2951,1491,722,299,142,69,27,7,4,1,0,0,0,0,0,0
89160,21857,6768,5417,2923,1474,753,306,151,51,29,8,4,1,1,0,0,0,0,0
89170,21987,6620,5370,2963,1518,695,337,159,62,17,8,4,1,1,1,0,0,0,0
89180,21879,6741,5460,2877,1477,725,330,144,77,24,3,4,2,0,0,0,0,0,0
89190,21917,6663,5419,3014,1461,677,343,148,56,27,12,6,0,0,0,0,0,0,0
89200,21850,6829,5328,2938,1501,729,341,129,60,24,8,2,4,0,0,0,0,0,0
89210,21983,6584,5476,2908,1486,730,319,147,67,26,12,4,1,0,0,0,0,0,0
89220,21909,6720,5320,3072,1449,688,343,129,72,23,13,3,2,0,0,0,0,0,0
89230,21950,6641,5420,2946,1501,716,327,142,53,24,15,4,2,2,0,0,0,0,0
89240,21995,6650,5339,2898,1573,713,331,139,60,29,13,2,1,0,0,0,0,0,0
89250,21836,6717,5488,2936,1526,677,327,143,64,17,8,3,1,0,0,0,0,0,0
89260,21875,6790,5340,2929,1531,715,320,140,62,28,6,6,0,1,0,0,0,0,0
89270,21795,6787,5460,3023,1438,647,349,138,62,30,9,1,1,1,2,0,0,0,0
89280,21856,6766,5416,2995,1431,700,311,146,71,37,9,3,2,0,0,0,0,0,0
89290,21878,6807,5350,2943,1463,708,333,151,65,23,15,4,0,3,0,0,0,0,0
89300,21874,6747,5446,2889,1505,706,329,134,71,22,11,9,0,0,0,0,0,0,0
89310,21882,6749,5426,2910,1487,695,331,161,64,21,13,3,1,0,0,0,0,0,0
89320,21894,6704,5454,2930,1466,695,356,140,67,28,5,1,2,1,0,0,0,0,0
89330,21881,6797,5370,2892,1509,687,365,137,58,29,14,3,1,0,0,0,0,0,0
89340,21906,6718,5391,2926,1537,699,314,143,72,20,8,7,2,0,0,0,0,0,0
89350,21943,6749,5355,2893,1460,721,376,129,72,31,10,3,0,1,0,0,0,0,0
89360,21815,6926,5318,2856,1524,721,323,169,52,24,11,2,0,1,1,0,0,0,0
89370,21870,6793,5440,2826,1503,728,324,145,75,21,9,6,3,0,0,0,0,0,0
89380,21906,6660,5485,2964,1445,684,343,143,73,31,5,1,2,0,1,0,0,0,0
89390,21920,6735,5340,2963,1499,673,355,161,65,21,9,2,0,0,0,0,0,0,0
89400,21880,6798,5388,2877,1505,714,329,124,75,32,14,6,1,0,0,0,0,0,0
89410,21926,6712,5345,2982,1510,676,337,153,65,21,10,1,4,0,1,0,0,0,0
89420,21991,6628,5311,3046,1495,673,351,145,62,29,7,2,1,1,0,1,0,0,0
89430,21803,6917,5348,2910,1431,754,333,149,58,21,9,3,4,1,2,0,0,0,0
89440,21945,6641,5385,2988,1530,675,334,149,61,21,8,5,0,0,1,0,0,0,0
89450,21890,6773,5348,2902,1523,742,331,147,53,24,5,2,1,1,1,0,0,0,0
89460,21789,6852,5419,2918,1479,730,323,135,59,22,11,5,0,0,0,1,0,0,0
89470,21905,6697,5455,2910,1497,678,340,154,66,32,5,4,0,0,0,0,0,0,0
89480,21887,6786,5324,2968,1513,694,305,151,64,31,16,3,1,0,0,0,0,0,0
89490,21872,6769,5385,2944,1495,689,320,176,56,27,7,2,1,0,0,0,0,0,0
89500,21931,6719,5365,2955,1458,732,319,150,75,22,12,5,0,0,0,0,0,0,0
89510,21982,6658,5378,2933,1467,705,356,164,67,18,11,3,1,0,0,0,0,0,0
89520,21986,6654,5302,2985,1495,744,340,158,47,19,6,7,0,0,0,0,0,0,0
89530,21918,6753,5310,2978,1494,704,341,147,48,27,15,8,0,0,0,0,0,0,0
89540,21946,6652,5401,2967,1484,703,354,138,61,20,11,3,3,0,0,0,0,0,0
89550,21936,6692,5366,2967,1479,709,356,138,62,26,8,3,1,0,0,0,0,0,0
89560,21928,6685,5444,2903,1490,691,341,150,65,32,12,2,0,0,0,0,0,0,0
89570,21836,6868,5226,3073,1492,671,319,148,74,23,12,0,1,0,0,0,0,0,0
89580,21877,6819,5283,3038,1437,691,343,137,62,39,12,3,2,0,0,0,0,0,0
89590,21845,6762,5481,2876,1503,689,336,142,72,27,6,3,1,0,0,0,0,0,0
89600,21895,6769,5376,2979,1395,694,371,154,74,24,9,3,0,0,0,0,0,0,0
89610,21900,6760,5338,2969,1476,720,338,135,67,24,9,5,1,0,1,0,0,0,0
89620,21960,6705,5279,2985,1530,703,328,150,71,21,9,0,1,1,0,0,0,0,0
89630,21942,6736,5315,2979,1454,718,349,135,64,31,17,2,1,0,0,0,0,0,0
89640,21930,6702,5386,2965,1473,681,347,151,59,32,12,2,3,0,0,0,0,0,0
89650,21886,6771,5387,2894,1519,696,340,140,71,27,8,1,2,0,1,0,0,0,0
89660,21924,6697,5356,2955,1538,692,354,142,45,29,5,4,2,0,0,0,0,0,0
89670,21904,6747,5364,2919,1515,720,327,151,59,23,5,6,2,1,0,0,0,0,0
89680,21908,6745,5347,2925,1489,772,345,131,42,17,10,8,3,1,0,0,0,0,0
89690,21864,6738,5454,2866,1561,704,310,147,62,25,7,5,0,0,0,0,0,0,0
89700,21894,6676,5487,2916,1475,719,325,154,67,16,12,2,0,0,0,0,0,0,0
89710,21948,6685,5390,2929,1495,677,347,167,78,20,6,1,0,0,0,0,0,0,0
89720,21906,6748,5365,2948,1457,739,322,166,46,30,11,4,1,0,0,0,0,0,0
89730,21821,6831,5410,2946,1453,698,320,155,60,33,10,3,2,1,0,0,0,0,0
89740,21820,6876,5373,2905,1486,689,318,174,59,21,15,5,1,1,0,0,0,0,0
89750,21952,6709,5409,2850,1485,724,378,128,61,27,11,8,0,1,0,0,0,0,0
89760,21908,6651,5473,2927,1504,715,334,142,50,23,9,5,2,0,0,0,0,0,0
89770,21876,6819,5288,2961,1502,731,321,143,66,21,9,4,2,0,0,0,0,0,0
89780,21893,6707,5464,2897,1501,697,323,162,60,25,7,3,4,0,0,0,0,0,0
89790,21840,6792,5406,2937,1481,701,341,151,64,22,4,2,2,0,0,0,0,0,0
89800,21727,6813,5538,2935,1497,692,317,135,58,23,6,1,1,0,0,0,0,0,0
89810,21903,6657,5510,2926,1456,710,324,152,61,29,10,3,2,0,0,0,0,0,0
89820,21834,6753,5477,2910,1556,643,322,131,72,19,18,5,3,0,0,0,0,0,0
89830,21847,6805,5455,2850,1479,730,311,151,69,29,12,4,1,0,0,0,0,0,0
89840,21880,6765,5444,2920,1468,660,311,166,70,36,13,6,2,2,0,0,0,0,0
89850,21901,6718,5494,2841,1492,703,314,159,75,34,5,6,1,0,0,0,0,0,0
89860,21891,6716,5435,2877,1534,736,319,142,54,26,9,3,0,1,0,0,0,0,0
89870,21918,6694,5412,2962,1459,696,353,153,56,26,9,2,0,2,1,0,0,0,0
89880,21929,6680,5421,2913,1549,667,321,152,65,27,13,5,0,1,0,0,0,0,0
89890,21825,6756,5453,2958,1519,649,351,143,47,27,9,3,2,1,0,0,0,0,0
89900,21897,6755,5419,2901,1446,724,348,142,63,29,16,2,0,0,1,0,0,0,0
89910,21817,6926,5360,2861,1439,738,345,130,78,33,11,3,2,0,0,0,0,0,0
89920,21857,6770,5448,2912,1482,676,341,139,69,33,11,5,0,0,0,0,0,0,0
89930,21926,6809,5261,2918,1544,676,353,142,65,29,14,3,3,0,0,0,0,0,0
89940,21919,6712,5386,2992,1446,687,331,161,59,32,10,5,3,0,0,0,0,0,0
89950,21864,6733,5475,2933,1447,710,322,146,70,26,13,3,1,0,0,0,0,0,0
89960,21850,6806,5358,2955,1515,685,329,139,66,20,11,6,1,1,0,1,0,0,0
89970,21888,6748,5393,2924,1533,683,319,142,64,31,11,5,1,0,1,0,0,0,0
89980,21858,6727,5404,3071,1419,710,298,143,70,23,11,6,2,1,0,0,0,0,0
89990,21891,6736,5405,2936,1490,715,326,133,62,31,10,5,2,1,0,0,0,0,0
90000,21867,6826,5345,2924,1517,654,344,148,68,36,7,5,2,0,0,0,0,0,0
90010,21884,6754,5357,2987,1470,711,333,143,72,20,9,2,1,0,0,0,0,0,0
90020,21839,6774,5455,2853,1564,689,336,135,61,24,10,2,1,0,0,0,0,0,0
90030,21824,6809,5343,2967,1561,693,322,141,49,22,6,3,3,0,0,0,0,0,0
90040,21970,6594,5475,2899,1501,724,336,143,64,26,7,3,1,0,0,0,0,0,0
90050,21837,6780,5428,2953,1472,689,340,140,62,26,12,3,1,0,0,0,0,0,0
90060,21872,6744,5428,2910,1498,716,331,144,66,24,7,3,0,0,0,0,0,0,0
90070,21902,6766,5399,2876,1528,669,334,148,68,32,10,10,1,0,0,0,0,0,0
90080,21998,6627,5412,2923,1462,702,348,164,65,24,11,5,0,1,0,1,0,0,0
90090,21942,6692,5398,2898,1494,717,359,149,56,29,6,2,1,0,0,0,0,0,0
90100,21854,6811,5330,3002,1431,737,339,150,58,16,9,3,1,0,1,0,1,0,0
90110,21940,6645,5445,2909,1529,710,311,152,61,21,13,6,1,0,0,0,0,0,0
90120,21888,6718,5440,2941,1468,701,327,158,70,14,11,5,1,0,1,0,0,0,0
90130,21894,6702,5427,2968,1451,712,347,157,51,22,5,4,2,0,1,0,0,0,0
90140,21891,6755,5352,2990,1427,756,328,146,65,20,8,4,1,0,0,0,0,0,0
90150,21943,6698,5363,2914,1535,702,349,133,71,23,7,4,0,1,0,0,0,0,0
90160,21827,6780,5511,2843,1506,696,321,149,67,31,9,2,1,0,0,0,0,0,0
90170,21827,6815,5411,2917,1486,724,329,121,70,27,9,7,0,0,0,0,0,0,0
90180,21897,6711,5448,2965,1425,689,336,164,62,31,8,7,0,0,0,0,0,0,0
90190,21830,6797,5377,2981,1468,733,329,129,68,22,6,3,0,0,0,0,0,0,0
90200,21833,6825,5399,2915,1488,706,325,136,77,20,15,3,1,0,0,0,0,0,0
90210,21843,6782,5396,2980,1461,705,334,145,56,28,6,4,2,1,0,0,0,0,0
90220,21872,6725,5438,2965,1458,708,331,145,55,34,7,2,3,0,0,0,0,0,0
90230,21902,6717,5359,2968,1516,721,335,131,61,21,6,3,1,2,0,0,0,0,0
90240,21879,6717,5439,2957,1440,730,332,165,50,24,7,2,1,0,0,0,0,0,0
90250,21898,6838,5258,2944,1491,714,344,151,64,26,10,4,1,0,0,0,0,0,0
90260,21917,6717,5428,2868,1518,696,337,158,70,20,10,2,2,0,0,0,0,0,0
90270,21912,6801,5274,2991,1437,725,354,138,69,23,12,5,2,0,0,0,0,0,0
90280,21899,6731,5344,3039,1447,687,350,142,66,24,10,3,0,1,0,0,0,0,0
90290,21884,6801,5324,2949,1492,700,336,151,67,26,8,4,1,0,0,0,0,0,0
90300,21923,6695,5430,2933,1447,704,351,167,52,25,11,5,0,0,0,0,0,0,0
90310,21950,6693,5351,2933,1498,743,334,145,67,15,6,5,2,1,0,0,0,0,0
90320,21902,6722,5417,2913,1477,747,324,130,72,24,8,5,2,0,0,0,0,0,0
90330,21926,6778,5335,2923,1452,715,347,155,60,33,11,7,1,0,0,0,0,0,0
90340,21964,6680,5307,3027,1488,690,330,146,60,35,11,2,2,1,0,0,0,0,0
90350,21935,6708,5399,2911,1470,720,357,136,62,26,13,3,2,1,0,0,0,0,0
90360,21944,6643,5438,2955,1481,685,339,153,63,24,14,3,1,0,0,0,0,0,0
90370,21939,6694,5399,2907,1502,724,320,144,74,24,12,3,0,1,0,0,0,0,0
90380,21898,6681,5487,2920,1450,736,324,137,68,25,11,6,0,0,0,0,0,0,0
90390,21958,6699,5292,3009,1495,704,334,144,69,25,11,2,1,0,0,0,0,0,0
90400,21905,6710,5384,2948,1515,694,357,149,45,25,4,4,2,1,0,0,0,0,0
90410,21927,6725,5360,2914,1507,726,335,154,64,16,13,1,0,1,0,0,0,0,0
90420,21975,6686,5285,3004,1512,688,342,142,68,28,3,6,3,1,0,0,0,0,0
90430,21988,6648,5324,2986,1519,692,334,145,58,32,7,8,2,0,0,0,0,0,0
90440,21936,6738,5361,2920,1459,733,331,156,66,23,13,5,2,0,0,0,0,0,0
90450,21888,6782,5355,2912,1474,765,338,127,65,20,11,5,1,0,0,0,0,0,0
90460,21920,6664,5467,2898,1508,711,332,153,40,35,6,4,4,0,1,0,0,0,0
90470,21930,6722,5298,3034,1450,736,325,148,61,27,8,2,2,0,0,0,0,0,0
90480,21902,6732,5431,2880,1504,709,317,156,68,34,6,4,0,0,0,0,0,0,0
90490,21910,6780,5329,2936,1488,717,318,150,65,33,10,2,2,3,0,0,0,0,0
90500,21911,6769,5332,2938,1514,685,326,159,65,23,14,5,2,0,0,0,0,0,0
90510,21860,6858,5327,2912,1483,701,332,167,63,21,9,8,0,2,0,0,0,0,0
90520,21918,6738,5367,2932,1501,704,324,138,69,40,6,4,1,1,0,0,0,0,0
90530,21928,6709,5374,2936,1511,704,341,130,60,31,13,3,3,0,0,0,0,0,0
90540,21858,6694,5455,3056,1431,666,314,167,69,23,5,5,0,0,0,0,0,0,0
90550,21807,6794,5441,2990,1425,703,343,148,59,20,7,6,0,0,0,0,0,0,0
90560,21823,6825,5423,2945,1424,712,331,153,64,24,14,4,1,0,0,0,0,0,0
90570,21936,6712,5334,2939,1505,735,348,143,64,21,5,1,0,0,0,0,0,0,0
90580,21797,6779,5530,2940,1444,669,317,146,75,31,7,6,2,0,0,0,0,0,0
90590,21872,6731,5421,2936,1539,680,319,137,69,22,8,5,4,0,0,0,0,0,0
90600,21784,6875,5398,2935,1483,688,334,140,66,27,6,4,3,0,0,0,0,0,0
90610,21882,6727,5362,3007,1511,673,342,154,52,22,6,2,3,0,0,0,0,0,0
90620,21839,6873,5307,2948,1450,760,315,149,65,22,7,6,1,1,0,0,0,0,0
