iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-IREG,aggDist-SESSO,aggDist-ANASCI,aggDist-STUDIO,aggDist-PAR,aggDist-STACIV,aggDist-PERC,aggDist-CFDIC,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6,recDistortion-7,recDistortion-8
50260,1540831309902,17858,-5.757797974e+05,7650,511,153,267,56,101,313,65,30894,8586,259,4,0,0,0,0,0
50270,1540831313860,17767,-5.756563143e+05,7639,468,153,284,74,109,335,92,30854,8632,250,6,1,0,0,0,0
50280,1540831318946,17904,-5.756289749e+05,7503,521,155,301,48,128,329,93,30945,8523,270,5,0,0,0,0,0
50290,1540831322904,17833,-5.753941017e+05,7544,470,138,341,56,143,248,93,30975,8510,251,7,0,0,0,0,0
50300,1540831328891,17800,-5.765131996e+05,7761,479,151,297,66,158,315,67,30708,8778,255,2,0,0,0,0,0
50310,1540831333107,17872,-5.750321344e+05,7558,450,139,315,61,116,254,72,31036,8451,254,2,0,0,0,0,0
50320,1540831338123,17828,-5.755049585e+05,7471,493,139,314,61,130,310,75,31039,8417,285,2,0,0,0,0,0
50330,1540831342405,17846,-5.740167584e+05,7306,474,146,267,48,109,304,73,31284,8197,256,6,0,0,0,0,0
50340,1540831346621,17819,-5.752414526e+05,7535,532,132,319,60,130,293,83,30939,8527,274,3,0,0,0,0,0
50350,1540831350618,17690,-5.761520329e+05,7767,492,115,342,50,99,355,85,30739,8708,291,5,0,0,0,0,0
50360,1540831355803,17816,-5.754012048e+05,7622,498,119,266,54,163,333,85,30900,8553,283,7,0,0,0,0,0
50370,1540831359780,17862,-5.760686001e+05,7582,549,164,271,57,124,351,64,30862,8604,273,4,0,0,0,0,0
50380,1540831364853,17836,-5.761865875e+05,7595,575,132,244,57,138,377,77,30834,8629,274,6,0,0,0,0,0
50390,1540831368833,17851,-5.749800507e+05,7459,504,145,273,52,124,320,77,31059,8417,264,3,0,0,0,0,0
50400,1540831374359,17863,-5.760267367e+05,7563,565,120,293,50,115,384,96,30857,8592,288,6,0,0,0,0,0
50410,1540831378476,17823,-5.760489360e+05,7570,599,139,327,59,131,327,78,30841,8582,312,8,0,0,0,0,0
50420,1540831383109,17751,-5.756981413e+05,7570,492,128,288,54,156,322,60,30957,8510,268,8,0,0,0,0,0
50430,1540831387361,17821,-5.756743665e+05,7439,583,142,313,60,151,326,85,30968,8457,312,6,0,0,0,0,0
50440,1540831392484,17768,-5.743993031e+05,7311,541,152,280,62,135,333,77,31124,8351,264,4,0,0,0,0,0
50450,1540831396479,17876,-5.744405615e+05,7273,530,126,270,66,132,340,97,31203,8252,282,6,0,0,0,0,0
50460,1540831401726,17805,-5.747450716e+05,7325,548,150,295,51,137,284,103,31101,8393,247,2,0,0,0,0,0
50470,1540831405681,17920,-5.750332054e+05,7409,551,174,245,60,112,298,66,31114,8349,274,6,0,0,0,0,0
50480,1540831410338,17870,-5.750178426e+05,7306,582,130,260,54,150,388,88,31114,8305,319,5,0,0,0,0,0
50490,1540831414347,17920,-5.757126428e+05,7556,556,126,284,61,152,333,79,30914,8515,310,4,0,0,0,0,0
50500,1540831420348,17867,-5.761563706e+05,7558,603,129,257,60,129,331,97,30886,8559,289,9,0,0,0,0,0
50510,1540831424438,18016,-5.755937232e+05,7589,643,113,248,65,95,279,86,30905,8560,276,2,0,0,0,0,0
50520,1540831429505,17906,-5.763120372e+05,7576,625,127,275,53,137,318,75,30866,8576,293,8,0,0,0,0,0
50530,1540831433810,17924,-5.765843136e+05,7571,642,143,323,62,144,325,69,30801,8615,317,10,0,0,0,0,0
50540,1540831438887,17874,-5.763862695e+05,7582,572,137,388,51,133,304,88,30808,8619,312,4,0,0,0,0,0
50550,1540831442857,17821,-5.764293151e+05,7803,543,127,282,35,129,304,69,30741,8715,284,3,0,0,0,0,0
50560,1540831448108,17843,-5.766793354e+05,7718,497,161,289,51,141,308,120,30749,8710,277,7,0,0,0,0,0
50570,1540831452108,17854,-5.767827719e+05,7768,517,156,308,83,127,284,76,30711,8747,283,2,0,0,0,0,0
50580,1540831456781,17785,-5.764993036e+05,7720,570,134,310,51,124,316,86,30736,8705,300,2,0,0,0,0,0
50590,1540831460774,17877,-5.759880302e+05,7582,606,145,284,54,154,281,92,30869,8555,314,5,0,0,0,0,0
50600,1540831466670,17877,-5.753877663e+05,7516,580,99,272,65,165,316,98,30929,8523,285,6,0,0,0,0,0
50610,1540831470841,17776,-5.772495776e+05,7733,578,148,344,60,137,339,72,30650,8777,314,2,0,0,0,0,0
50620,1540831475949,17714,-5.765422273e+05,7760,580,139,280,49,142,282,79,30736,8709,292,6,0,0,0,0,0
50630,1540831480309,17781,-5.772918357e+05,7774,640,157,268,56,131,288,103,30632,8808,300,3,0,0,0,0,0
50640,1540831485434,17812,-5.767175917e+05,7699,677,156,274,79,104,299,93,30675,8760,303,5,0,0,0,0,0
50650,1540831489613,17803,-5.760776376e+05,7653,609,159,286,49,110,307,89,30762,8705,271,5,0,0,0,0,0
50660,1540831494933,17806,-5.759398288e+05,7491,606,127,296,46,141,316,86,30934,8513,292,4,0,0,0,0,0
50670,1540831498957,17848,-5.752693260e+05,7423,618,122,338,44,134,288,70,30976,8500,264,3,0,0,0,0,0
50680,1540831504100,17941,-5.755816516e+05,7449,647,98,345,53,137,349,66,30909,8530,299,4,1,0,0,0,0
50690,1540831508099,17922,-5.753166283e+05,7384,660,120,375,55,131,313,60,30973,8444,324,2,0,0,0,0,0
50700,1540831514239,17853,-5.756774079e+05,7545,626,132,288,58,122,296,64,30881,8597,261,4,0,0,0,0,0
50710,1540831518267,17817,-5.762991717e+05,7507,641,168,330,61,143,296,87,30826,8602,314,1,0,0,0,0,0
50720,1540831523402,17766,-5.759069347e+05,7472,653,141,328,51,123,296,82,30878,8588,273,4,0,0,0,0,0
50730,1540831527742,17847,-5.751734303e+05,7324,657,157,289,59,146,260,83,31037,8439,265,2,0,0,0,0,0
50740,1540831532438,17880,-5.755004858e+05,7547,586,168,273,64,134,221,91,30918,8569,253,3,0,0,0,0,0
50750,1540831536468,17892,-5.748268845e+05,7366,569,150,287,72,166,257,62,31090,8381,268,4,0,0,0,0,0
50760,1540831541670,17908,-5.752714826e+05,7465,575,136,341,65,108,271,96,30968,8495,278,2,0,0,0,0,0
50770,1540831545667,17929,-5.765153549e+05,7621,535,145,339,61,153,310,83,30798,8649,290,6,0,0,0,0,0
50780,1540831550340,17869,-5.757925144e+05,7424,557,119,355,49,147,313,77,31004,8440,296,3,0,0,0,0,0
50790,1540831554350,17895,-5.743683962e+05,7415,547,115,286,48,144,279,62,31094,8404,243,2,0,0,0,0,0
50800,1540831561326,17884,-5.758294730e+05,7651,538,132,319,62,163,265,65,30863,8568,309,3,0,0,0,0,0
50810,1540831565612,17884,-5.761424484e+05,7658,526,133,351,52,146,275,63,30820,8649,267,7,0,0,0,0,0
50820,1540831570292,17915,-5.748472084e+05,7392,606,126,278,42,158,280,75,31085,8366,285,7,0,0,0,0,0
50830,1540831574546,17899,-5.760065599e+05,7649,599,120,285,39,170,326,71,30775,8682,281,5,0,0,0,0,0
50840,1540831579252,17759,-5.763566228e+05,7724,603,118,284,51,130,297,80,30758,8689,290,6,0,0,0,0,0
50850,1540831583236,17953,-5.760350336e+05,7516,594,138,315,51,172,272,83,30853,8641,247,2,0,0,0,0,0
50860,1540831588474,17884,-5.761366554e+05,7612,562,125,301,53,138,328,100,30824,8625,288,6,0,0,0,0,0
50870,1540831592467,17919,-5.750078310e+05,7504,517,134,270,59,142,275,82,31027,8452,261,3,0,0,0,0,0
50880,1540831597206,17992,-5.755534302e+05,7387,633,139,258,54,133,317,90,31022,8437,278,6,0,0,0,0,0
50890,1540831601248,17882,-5.749572219e+05,7586,532,85,286,58,139,273,66,30962,8542,234,5,0,0,0,0,0
50900,1540831607593,17850,-5.753115670e+05,7481,561,129,304,56,155,267,70,30994,8478,268,3,0,0,0,0,0
50910,1540831611660,17856,-5.755494347e+05,7641,530,95,255,64,171,315,87,30882,8566,293,2,0,0,0,0,0
50920,1540831616729,17928,-5.758439701e+05,7730,590,122,287,44,143,259,64,30797,8656,287,3,0,0,0,0,0
50930,1540831621064,17821,-5.760615156e+05,7651,569,134,294,55,142,301,89,30821,8613,305,4,0,0,0,0,0
50940,1540831626204,17884,-5.759380652e+05,7397,572,139,346,63,133,326,87,30991,8447,299,6,0,0,0,0,0
50950,1540831630206,17903,-5.750674149e+05,7375,536,126,331,44,145,318,79,31049,8434,260,0,0,0,0,0,0
50960,1540831635539,17751,-5.757941794e+05,7495,488,157,313,45,165,327,79,30947,8526,267,3,0,0,0,0,0
50970,1540831639659,17848,-5.749972831e+05,7391,546,132,323,50,119,342,68,31052,8414,274,3,0,0,0,0,0
50980,1540831644739,17827,-5.758154067e+05,7370,548,133,389,50,135,358,60,30976,8495,268,4,0,0,0,0,0
50990,1540831648753,17837,-5.762360628e+05,7543,546,146,347,66,139,337,80,30841,8604,294,4,0,0,0,0,0
51000,1540831654742,17909,-5.745981263e+05,7349,484,156,357,59,143,328,47,31076,8414,250,3,0,0,0,0,0
51010,1540831659096,17837,-5.758407767e+05,7486,548,109,304,43,150,388,70,30921,8549,270,3,0,0,0,0,0
51020,1540831663844,17849,-5.756626269e+05,7494,506,150,329,59,146,304,79,30952,8517,272,2,0,0,0,0,0
51030,1540831668156,17796,-5.753447792e+05,7416,498,143,304,52,175,293,101,31055,8397,288,3,0,0,0,0,0
51040,1540831673283,17812,-5.755210350e+05,7504,527,134,323,40,139,299,64,30988,8482,271,2,0,0,0,0,0
51050,1540831677312,17926,-5.743657514e+05,7495,493,132,308,36,125,233,86,31084,8415,239,5,0,0,0,0,0
51060,1540831682635,17928,-5.744816318e+05,7391,479,129,352,55,104,247,92,31128,8386,224,5,0,0,0,0,0
51070,1540831686661,17920,-5.756309681e+05,7411,523,136,386,74,127,276,78,31009,8462,267,5,0,0,0,0,0
51080,1540831691372,17844,-5.750836267e+05,7497,569,126,322,48,118,276,62,30982,8509,247,5,0,0,0,0,0
51090,1540831695423,17967,-5.747976859e+05,7450,561,139,287,72,129,264,84,31034,8436,269,4,0,0,0,0,0
51100,1540831701766,17895,-5.747154064e+05,7470,534,123,279,49,156,271,68,31054,8432,253,4,0,0,0,0,0
51110,1540831705906,17881,-5.743940454e+05,7510,542,100,250,69,126,274,83,31043,8450,246,4,0,0,0,0,0
51120,1540831710981,17934,-5.748835731e+05,7440,606,99,253,60,142,261,94,31060,8413,268,2,0,0,0,0,0
51130,1540831715264,17927,-5.748078314e+05,7375,610,130,272,64,130,284,71,31104,8344,293,2,0,0,0,0,0
51140,1540831720387,17741,-5.749192049e+05,7208,641,159,286,58,123,286,66,31169,8322,251,1,0,0,0,0,0
51150,1540831724745,17880,-5.752688276e+05,7273,661,153,331,65,133,309,92,31030,8414,294,5,0,0,0,0,0
51160,1540831730048,17834,-5.748212946e+05,7253,709,115,297,54,127,245,86,31128,8351,257,7,0,0,0,0,0
51170,1540831735039,17890,-5.750724390e+05,7394,636,125,290,45,144,231,108,31042,8432,266,3,0,0,0,0,0
51180,1540831740210,17907,-5.744983116e+05,7282,686,136,232,64,93,258,94,31181,8282,277,3,0,0,0,0,0
51190,1540831744258,17888,-5.751460737e+05,7348,651,138,284,63,106,299,70,31107,8316,317,3,0,0,0,0,0
51200,1540831750180,17824,-5.756332588e+05,7484,669,141,271,52,120,265,72,30951,8513,276,3,0,0,0,0,0
51210,1540831754319,17964,-5.753479734e+05,7429,734,132,284,60,113,285,80,30957,8457,327,2,0,0,0,0,0
51220,1540831759409,17808,-5.759545368e+05,7575,688,122,254,61,104,320,65,30854,8589,300,0,0,0,0,0,0
51230,1540831763747,17757,-5.764663278e+05,7653,696,134,302,45,112,272,70,30767,8672,301,2,1,0,0,0,0
51240,1540831768846,17882,-5.765106242e+05,7586,700,129,301,62,150,288,97,30750,8676,314,3,0,0,0,0,0
51250,1540831772856,17823,-5.767264018e+05,7748,725,129,268,64,133,268,51,30663,8775,304,1,0,0,0,0,0
51260,1540831778095,17843,-5.758394991e+05,7610,725,101,247,57,129,271,65,30841,8600,301,1,0,0,0,0,0
51270,1540831782161,17887,-5.775480646e+05,7768,744,134,263,64,134,314,81,30569,8855,310,9,0,0,0,0,0
51280,1540831787249,17868,-5.758432285e+05,7554,693,128,257,40,128,301,68,30868,8586,284,5,0,0,0,0,0
51290,1540831791249,17840,-5.762041387e+05,7581,699,146,206,51,126,320,93,30833,8600,308,2,0,0,0,0,0
51300,1540831797140,17855,-5.754526746e+05,7475,618,121,212,51,126,319,108,30976,8507,257,3,0,0,0,0,0
51310,1540831801289,17837,-5.762702524e+05,7682,657,115,230,74,130,330,67,30765,8673,303,2,0,0,0,0,0
51320,1540831806657,17801,-5.765728144e+05,7707,647,103,268,46,126,330,65,30727,8743,270,3,0,0,0,0,0
51330,1540831810914,17778,-5.755507413e+05,7565,667,110,224,70,130,277,90,30882,8592,266,3,0,0,0,0,0
51340,1540831815978,17823,-5.758883495e+05,7659,660,111,274,62,125,262,86,30835,8583,319,6,0,0,0,0,0
51350,1540831820011,17879,-5.751217406e+05,7466,628,111,310,34,107,323,91,30965,8491,282,5,0,0,0,0,0
51360,1540831825300,17779,-5.753066910e+05,7547,633,87,243,41,131,351,70,30933,8524,279,7,0,0,0,0,0
51370,1540831829246,17859,-5.758667329e+05,7557,600,121,275,55,118,363,81,30862,8595,283,3,0,0,0,0,0
51380,1540831834311,17780,-5.756245877e+05,7652,576,110,246,52,130,289,88,30860,8628,250,5,0,0,0,0,0
51390,1540831838281,17768,-5.762625337e+05,7778,607,123,252,43,127,294,67,30718,8761,262,2,0,0,0,0,0
51400,1540831844511,17853,-5.752653354e+05,7598,635,136,271,49,119,190,58,30969,8495,276,3,0,0,0,0,0
51410,1540831848607,17915,-5.753612124e+05,7452,620,133,261,43,143,271,85,31036,8410,293,4,0,0,0,0,0
51420,1540831853475,17849,-5.755012691e+05,7487,547,167,286,53,140,309,76,30949,8527,263,4,0,0,0,0,0
51430,1540831858121,17925,-5.770952640e+05,7687,613,141,322,65,116,290,90,30734,8701,301,7,0,0,0,0,0
51440,1540831863164,17878,-5.761591509e+05,7738,567,144,315,40,120,263,80,30764,8695,280,4,0,0,0,0,0
51450,1540831867145,17790,-5.753424957e+05,7639,505,152,259,63,117,275,77,30938,8527,274,4,0,0,0,0,0
51460,1540831872004,17838,-5.744412854e+05,7520,514,127,263,55,130,230,90,31090,8379,272,2,0,0,0,0,0
51470,1540831876220,17924,-5.745730301e+05,7416,546,149,277,61,137,231,74,31088,8422,230,3,0,0,0,0,0
51480,1540831881303,17920,-5.742607964e+05,7352,528,139,260,52,150,272,86,31173,8304,263,3,0,0,0,0,0
51490,1540831885297,17823,-5.746468892e+05,7300,548,166,294,48,112,281,74,31203,8261,275,4,0,0,0,0,0
51500,1540831891532,17894,-5.751187489e+05,7359,596,165,268,65,111,283,92,31098,8358,280,7,0,0,0,0,0
51510,1540831895721,17844,-5.750912393e+05,7387,587,153,281,65,131,313,76,31038,8423,276,6,0,0,0,0,0
51520,1540831900817,17877,-5.750423781e+05,7448,574,112,346,46,126,296,79,31024,8415,300,4,0,0,0,0,0
51530,1540831905101,17833,-5.754427480e+05,7454,540,113,344,58,149,329,86,30965,8492,277,9,0,0,0,0,0
51540,1540831910161,17906,-5.743759564e+05,7532,526,120,307,57,105,268,76,31013,8471,257,2,0,0,0,0,0
51550,1540831914177,17895,-5.748496317e+05,7405,615,136,325,62,99,268,79,31042,8419,276,6,0,0,0,0,0
51560,1540831919467,17874,-5.749986237e+05,7503,515,142,297,69,116,284,80,31007,8472,258,6,0,0,0,0,0
51570,1540831923403,17849,-5.752215434e+05,7615,539,139,290,50,130,245,88,30920,8557,259,7,0,0,0,0,0
51580,1540831928506,17955,-5.745812795e+05,7470,534,135,278,43,145,229,90,31077,8412,250,4,0,0,0,0,0
51590,1540831932474,17838,-5.760308709e+05,7638,585,145,248,43,135,277,80,30869,8603,265,6,0,0,0,0,0
51600,1540831938930,17812,-5.761285937e+05,7659,537,177,254,61,86,301,82,30881,8578,274,9,1,0,0,0,0
51610,1540831943046,17839,-5.761539319e+05,7618,522,174,276,58,119,273,103,30873,8598,271,1,0,0,0,0,0
51620,1540831947730,17709,-5.770818269e+05,7707,539,174,316,61,109,337,83,30724,8715,301,3,0,0,0,0,0
51630,1540831952028,17825,-5.762052438e+05,7509,591,178,329,64,95,314,105,30866,8573,300,4,0,0,0,0,0
51640,1540831957071,17827,-5.768444890e+05,7570,624,173,327,40,123,342,101,30759,8674,304,6,0,0,0,0,0
51650,1540831961051,17901,-5.759433479e+05,7522,586,165,299,49,97,369,76,30868,8588,286,1,0,0,0,0,0
51660,1540831966325,17895,-5.762422986e+05,7640,530,163,310,42,136,326,89,30785,8683,272,3,0,0,0,0,0
51670,1540831970480,17765,-5.776111264e+05,7760,642,159,317,45,87,328,104,30618,8811,311,3,0,0,0,0,0
51680,1540831975556,17838,-5.752063105e+05,7490,627,126,295,71,83,317,79,30911,8577,254,1,0,0,0,0,0
51690,1540831979773,17834,-5.750969799e+05,7419,602,139,316,49,118,284,63,31029,8442,268,4,0,0,0,0,0
51700,1540831986080,17883,-5.760916991e+05,7569,526,161,306,58,114,282,108,30886,8592,263,2,0,0,0,0,0
51710,1540831990194,17832,-5.756971548e+05,7585,539,166,295,53,127,297,74,30882,8589,269,3,0,0,0,0,0
51720,1540831995234,17869,-5.760475784e+05,7674,517,150,298,34,153,280,84,30831,8637,272,3,0,0,0,0,0
51730,1540831999495,17903,-5.767080355e+05,7620,538,148,328,64,138,323,97,30801,8631,308,3,0,0,0,0,0
51740,1540832004568,17840,-5.763376986e+05,7636,579,147,328,57,124,281,78,30806,8646,289,2,0,0,0,0,0
51750,1540832008536,17792,-5.765058586e+05,7638,562,114,367,55,171,291,70,30786,8650,303,4,0,0,0,0,0
51760,1540832013770,17770,-5.763269959e+05,7713,583,131,315,49,127,265,78,30758,8711,272,2,0,0,0,0,0
51770,1540832017750,17768,-5.760131531e+05,7639,526,136,327,52,115,267,90,30897,8542,302,2,0,0,0,0,0
51780,1540832022436,17770,-5.778705870e+05,7770,635,142,389,52,135,349,86,30506,8919,315,3,0,0,0,0,0
51790,1540832026403,17856,-5.769820720e+05,7781,543,138,335,44,122,341,76,30675,8761,302,5,0,0,0,0,0
51800,1540832032265,17749,-5.763733043e+05,7604,571,152,331,49,102,371,75,30809,8617,313,4,0,0,0,0,0
51810,1540832036422,17837,-5.765856281e+05,7584,644,136,336,63,121,342,88,30752,8671,317,3,0,0,0,0,0
51820,1540832041496,17814,-5.746620872e+05,7436,540,118,295,47,132,304,77,31065,8410,265,3,0,0,0,0,0
51830,1540832045757,17883,-5.755795948e+05,7501,619,111,298,54,145,276,92,30956,8485,295,7,0,0,0,0,0
51840,1540832050428,17821,-5.757605596e+05,7541,575,150,300,43,158,267,78,30896,8585,259,3,0,0,0,0,0
51850,1540832054416,17858,-5.748729271e+05,7298,631,139,296,67,141,277,71,31115,8336,292,0,0,0,0,0,0
51860,1540832059299,17903,-5.757635415e+05,7505,619,156,271,58,121,302,61,30957,8482,301,3,0,0,0,0,0
51870,1540832063282,17869,-5.762578281e+05,7635,666,130,314,55,123,290,64,30744,8724,272,3,0,0,0,0,0
51880,1540832068104,17807,-5.760888655e+05,7465,603,114,367,60,165,308,72,30899,8540,299,4,1,0,0,0,0
51890,1540832072119,17817,-5.765391631e+05,7710,568,124,325,70,188,263,86,30718,8719,303,3,0,0,0,0,0
51900,1540832078544,17772,-5.763133817e+05,7752,605,81,324,40,140,308,73,30737,8691,313,2,0,0,0,0,0
51910,1540832082632,17821,-5.753432667e+05,7477,645,104,328,47,141,253,73,30963,8498,276,6,0,0,0,0,0
51920,1540832086922,17946,-5.749373088e+05,7398,594,127,288,51,129,268,88,31080,8386,274,3,0,0,0,0,0
51930,1540832091195,17870,-5.758202101e+05,7688,596,143,272,45,136,233,80,30833,8630,277,3,0,0,0,0,0
51940,1540832096263,17875,-5.764892011e+05,7663,589,143,278,52,137,267,122,30772,8698,266,7,0,0,0,0,0
51950,1540832100321,17827,-5.772490099e+05,7743,606,152,288,53,163,310,64,30665,8781,293,4,0,0,0,0,0
51960,1540832105596,17814,-5.765588115e+05,7672,606,136,289,65,135,315,82,30771,8652,312,8,0,0,0,0,0
51970,1540832109575,17835,-5.772829855e+05,7700,643,163,372,51,118,270,99,30654,8772,307,10,0,0,0,0,0
51980,1540832114656,17863,-5.772521694e+05,7709,548,154,417,69,132,320,74,30643,8783,311,6,0,0,0,0,0
51990,1540832118651,17795,-5.767754173e+05,7752,569,144,309,45,123,354,87,30696,8716,326,5,0,0,0,0,0
52000,1540832124884,17831,-5.769226465e+05,7775,585,91,319,67,143,353,58,30701,8700,335,7,0,0,0,0,0
52010,1540832129015,17843,-5.771101603e+05,7721,548,121,323,51,136,392,96,30672,8759,307,5,0,0,0,0,0
52020,1540832133670,17825,-5.771432340e+05,7701,565,137,302,78,139,373,76,30674,8772,292,5,0,0,0,0,0
52030,1540832137953,17804,-5.768317233e+05,7693,595,113,335,56,135,321,83,30713,8732,295,3,0,0,0,0,0
52040,1540832143054,17842,-5.769944481e+05,7703,582,130,316,72,164,334,63,30726,8676,335,6,0,0,0,0,0
52050,1540832147068,17801,-5.759177901e+05,7625,530,130,253,68,146,340,68,30860,8610,269,4,0,0,0,0,0
52060,1540832152323,17853,-5.756056525e+05,7508,580,150,284,40,153,298,61,30949,8516,276,2,0,0,0,0,0
52070,1540832156410,17785,-5.756783672e+05,7555,573,128,311,48,132,299,74,30917,8537,284,5,0,0,0,0,0
52080,1540832161466,17849,-5.751924592e+05,7592,573,146,253,48,119,283,67,30931,8546,263,3,0,0,0,0,0
52090,1540832165544,17849,-5.762881105e+05,7697,572,113,257,48,126,329,84,30823,8619,296,5,0,0,0,0,0
52100,1540832171843,17824,-5.762123070e+05,7631,565,149,289,52,130,304,79,30827,8636,277,3,0,0,0,0,0
52110,1540832175918,17847,-5.762656127e+05,7754,570,152,262,55,118,280,70,30779,8669,293,2,0,0,0,0,0
52120,1540832180967,17878,-5.759318530e+05,7654,552,142,282,65,127,332,78,30830,8596,315,2,0,0,0,0,0
52130,1540832185261,17861,-5.753115932e+05,7541,519,128,315,44,126,334,70,30941,8533,263,6,0,0,0,0,0
52140,1540832189912,17790,-5.761036198e+05,7696,447,123,333,65,146,294,87,30802,8695,243,2,1,0,0,0,0
52150,1540832193906,17785,-5.762125449e+05,7666,519,110,346,56,136,311,75,30827,8618,293,5,0,0,0,0,0
52160,1540832199162,17821,-5.753378201e+05,7626,576,129,255,64,114,292,59,30890,8596,252,5,0,0,0,0,0
52170,1540832203215,17877,-5.756811644e+05,7641,501,155,261,37,98,299,72,30917,8588,238,0,0,0,0,0,0
52180,1540832208419,17859,-5.749854219e+05,7534,510,151,271,38,122,292,88,30996,8491,253,3,0,0,0,0,0
52190,1540832212419,17893,-5.757373146e+05,7705,523,149,260,45,111,259,63,30885,8607,245,6,0,0,0,0,0
52200,1540832218763,17871,-5.754393925e+05,7668,489,128,238,59,114,319,76,30911,8573,259,0,0,0,0,0,0
52210,1540832222857,17803,-5.751419873e+05,7637,439,119,229,62,144,279,109,30983,8505,252,3,0,0,0,0,0
52220,1540832227980,17780,-5.757303519e+05,7773,525,127,249,64,105,272,73,30820,8659,263,1,0,0,0,0,0
52230,1540832232275,17882,-5.757636849e+05,7685,550,136,273,65,121,284,62,30857,8598,286,2,0,0,0,0,0
52240,1540832237342,17955,-5.744373725e+05,7543,533,128,269,49,101,242,76,31058,8431,252,2,0,0,0,0,0
52250,1540832241366,17867,-5.756229633e+05,7549,563,147,251,52,132,300,88,30929,8551,258,5,0,0,0,0,0
52260,1540832246291,17976,-5.768910475e+05,7759,549,154,261,62,114,317,106,30730,8706,305,2,0,0,0,0,0
52270,1540832250300,17930,-5.751549324e+05,7572,543,140,227,51,117,294,87,30985,8491,261,6,0,0,0,0,0
52280,1540832255333,17884,-5.746223404e+05,7338,559,149,260,58,99,298,80,31200,8251,286,6,0,0,0,0,0
52290,1540832259282,17817,-5.756723310e+05,7620,517,147,266,46,137,286,59,30933,8545,262,3,0,0,0,0,0
52300,1540832264972,17855,-5.751363489e+05,7469,526,158,269,53,125,288,77,31044,8434,264,1,0,0,0,0,0
52310,1540832269270,17910,-5.754047680e+05,7471,552,142,310,56,128,260,84,31014,8460,264,5,0,0,0,0,0
52320,1540832273973,17888,-5.746981276e+05,7359,631,118,295,51,136,284,56,31097,8366,276,4,0,0,0,0,0
52330,1540832278281,17860,-5.752609963e+05,7508,595,122,257,52,140,303,71,31001,8444,290,8,0,0,0,0,0
52340,1540832283316,17844,-5.752675181e+05,7411,552,110,302,56,165,315,110,31021,8427,291,4,0,0,0,0,0
52350,1540832287286,17833,-5.755398265e+05,7438,593,124,304,55,162,303,70,30995,8451,293,4,0,0,0,0,0
52360,1540832292473,17903,-5.755099542e+05,7410,546,118,320,77,143,305,104,31015,8437,287,4,0,0,0,0,0
52370,1540832296430,17816,-5.753026420e+05,7432,513,164,311,60,148,327,71,31002,8459,279,3,0,0,0,0,0
52380,1540832301116,17796,-5.757184068e+05,7446,535,148,333,43,149,350,92,30936,8522,281,4,0,0,0,0,0
52390,1540832305092,17843,-5.752847899e+05,7348,510,168,370,68,138,308,61,31070,8379,290,4,0,0,0,0,0
52400,1540832311282,17798,-5.760732689e+05,7384,549,165,359,42,144,357,71,30961,8497,281,4,0,0,0,0,0
52410,1540832315361,17841,-5.748226232e+05,7384,460,152,338,41,189,288,110,31085,8359,294,5,0,0,0,0,0
52420,1540832320406,17882,-5.755102374e+05,7537,490,128,406,48,136,304,68,30890,8592,258,3,0,0,0,0,0
52430,1540832324711,17918,-5.747939957e+05,7339,452,166,296,46,154,330,101,31127,8353,258,5,0,0,0,0,0
52440,1540832329724,17926,-5.752471395e+05,7476,481,157,331,67,139,293,56,31017,8454,270,2,0,0,0,0,0
52450,1540832333695,17842,-5.752549564e+05,7489,456,153,315,43,136,321,67,31044,8420,277,2,0,0,0,0,0
52460,1540832338978,17893,-5.755624276e+05,7539,527,166,271,70,139,333,69,30909,8560,268,6,0,0,0,0,0
52470,1540832343024,17854,-5.747076727e+05,7370,520,158,295,50,135,280,73,31102,8403,236,2,0,0,0,0,0
52480,1540832348134,17789,-5.756377325e+05,7461,527,170,276,51,127,304,75,31046,8403,294,0,0,0,0,0,0
52490,1540832352157,17879,-5.745516007e+05,7368,496,154,267,44,113,314,95,31146,8348,244,5,0,0,0,0,0
52500,1540832358060,17863,-5.747003186e+05,7435,448,134,320,59,120,314,69,31077,8436,227,3,0,0,0,0,0
52510,1540832362082,17857,-5.754320403e+05,7577,478,116,331,49,126,337,79,30920,8558,260,5,0,0,0,0,0
52520,1540832367158,17806,-5.756146583e+05,7701,527,131,267,49,107,276,86,30863,8619,258,3,0,0,0,0,0
52530,1540832371434,17766,-5.751480208e+05,7651,491,139,260,63,128,230,52,30980,8515,245,3,0,0,0,0,0
52540,1540832376141,17802,-5.756737710e+05,7616,505,133,310,56,144,273,91,30887,8589,262,5,0,0,0,0,0
52550,1540832380141,17992,-5.744110643e+05,7588,487,112,275,48,129,261,67,31001,8523,213,6,0,0,0,0,0
52560,1540832385347,17833,-5.751082440e+05,7524,439,117,286,51,149,280,49,31095,8402,245,1,0,0,0,0,0
52570,1540832389279,17877,-5.747427549e+05,7441,496,116,282,46,137,343,81,31061,8423,258,1,0,0,0,0,0
52580,1540832394091,17921,-5.751124649e+05,7500,461,136,293,49,138,281,80,31069,8412,260,2,0,0,0,0,0
52590,1540832398062,17940,-5.752500455e+05,7442,460,155,324,57,162,260,83,31078,8390,272,3,0,0,0,0,0
